State,Year,Week,week_start,week_start_num,week_end,week_end_num,Sex,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80+
schleswig-holstein,2021,41,2021-10-11,2021.7753424657535,2021-10-17,2021.7917808219179,male,0.003972951768688912,0.020179915156756156,0.007836990532066834,0.01137364375328337,0.026292646026307712,0.02228677528269061,0.007618558073008363,0.027093857207901886,0.03154236461180955,0.02710426262912664,0.02009668292923525,0.041856040944250744,0.019165531466089826,0.019061493232041562,0.014853321155237414,0.011332034670019296,0.011326833536955195,0.02171453322428923,0.007223301669917921,0.03536162077716536,0.020642896853925143,0.022609314490611505,0.024747487894355522,0.028592259302643704,0.015196620334369833,0.024981599811556003,0.025574688052447232,0.021917418324447695,0.018681755444181294,0.01539948000554531,0.0239983368421553,0.022687348470507424,0.023327231522781853,0.033654888530837174,0.014312369472382432,0.017911884603606484,0.024950384828363172,0.01561274359008081,0.018421662669086174,0.021053861589138773,0.024237647810652917,0.01795349895223509,0.006297581326245275,0.006219571937816006,0.018993868491525404,0.022083888741433234,0.01280917751497497,0.016002862166626535,0.018707764793239677,0.02297867636345579,0.005117051763078601,0.014614053370672519,0.022078686532838312,0.010421844303680755,0.018073140390041906,0.012044594817923965,0.010302220468631015,0.016127700729256407,0.006313183217977983,0.006666827352765989,0.00686445306387115,0.009652095742195298,0.002506460406183855,0.005325072648370196,0.002813276099801863,0.008944769272208542,0.003099292359832304,0.012684346918992246,0.006630422698426997,-0,0.0067916435039738305,0.0034217125755785886,0.010343828727871672,0.003634927042177917,0.007909801555657911,0.00871593041537525,0.00550709160564713,0.004180968077167981,-0,-0,0.0056111027244387535
schleswig-holstein,2021,42,2021-10-18,2021.7945205479452,2021-10-24,2021.8109589041096,female,-0,0.04191328703594023,0.02910734499492751,0.028087584330481093,0.023795443622868267,0.019290377621711437,0.06854475692270412,0.07188246065437942,0.09149644896401365,0.07388726868900383,0.104734603618805,0.10129579787711031,0.04947552934478924,0.04330802946955082,0.05961055443038754,0.06447315259598045,0.02406076568428216,0.050199022414988075,0.05735121493243541,0.026412306652358733,0.032994065174346165,0.035039002461352296,0.03888453490618025,0.03130302002374237,0.030558977578888674,0.0371620758745933,0.038494244627781296,0.045072328153238396,0.030137531686282654,0.04299056614959863,0.019139521888064857,0.024144004257039185,0.051911502957923635,0.038967797211359845,0.048517827381048324,0.03671455809221196,0.037458688620085674,0.04035205256773036,0.048882168440720464,0.05819975719620943,0.029195794566489568,0.04001899528097141,0.03313975779114117,0.04566044101706425,0.03944655805341209,0.021022648963630854,0.04339650319913304,0.05581554481428612,0.03904065183776083,0.03312935116212396,0.037073612751732314,0.031157332552986423,0.025881639886172834,0.026427914580409124,0.01775583109285882,0.023540527623343504,0.019805371182045665,0.013979478926148921,0.018302020429392843,0.015004164454808108,0.019820977127133783,0.009241221106812489,0.03339992419357441,0.022952664878080786,0.01032302459408969,0.011035570915488218,0.005652707230202153,0.002839277512982304,0.009053988172539539,0.01818237846497322,0.009194412810043424,0.006063553512041092,0.0123982779334561,0.012725957084356844,0.010395839098741123,0.014816910769176628,0.022406426690912987,0.020850979858236047,0.01370380555568146,0.014442405420821295,0.026349874987022046
schleswig-holstein,2021,42,2021-10-18,2021.7945205479452,2021-10-24,2021.8109589041096,male,0.031781710301532415,0.024211635695512428,0.019592090401952436,0.026547575517742065,0.04507753266268287,0.055732255528174776,0.06480116006325273,0.09682569036575168,0.07494958791175704,0.05034476324435,0.09652873879305231,0.11804909470514646,0.04217349733790853,0.07629834799742825,0.0520104017330753,0.05667967902980812,0.05665885634974439,0.05430594720703528,0.05421224948968314,0.024747487894355522,0.024081575314979845,0.035533337793728505,0.03712044615096944,0.038124772530057194,0.024315684234152955,0.03123017623734026,0.025574688052447232,0.040711132344735924,0.02490876487992069,0.043131082461977444,0.033004471776294744,0.031193754382408043,0.03499737443736535,0.04487455718023209,0.034362551200704666,0.02985136666922528,0.03431051685283013,0.02185499205547191,0.05835072628914353,0.048137874423750476,0.030298825389861624,0.029929411517696826,0.012595925428149222,0.03732339136842299,0.037994677345914794,0.02523652287566438,0.041642669703157664,0.028805577000687144,0.028061570289404557,0.03159959935043292,0.017922288187641487,0.02435730370790592,0.03312414784839057,0.033353094145075333,0.024097182543471058,0.02409198013345158,0.00823745242345698,0.020159107087386257,0.01894184952021084,0.004440989632957202,0.02288503507700988,0.021719735396459258,0.012528309095424985,0.01597685417046448,0.025330168396754896,0.017891077441780787,0.0123982779334561,0.009511669868726874,0.009943350614610848,0.013459341713950376,0.010187797927392828,0.0068436503220691836,0.0034477142929898856,0.02181337458445638,0.0039573505791006425,0.013069242219069821,0.011009565403622116,0.004180968077167981,0.016486613266285477,0.017807848877735198,0.016835124911993838
schleswig-holstein,2021,43,2021-10-25,2021.813698630137,2021-10-31,2021.8301369863013,female,0.01682992322846593,0.02933627360702296,0.02078855486951126,0.04414593377002679,0.051567961305745195,0.03473199656784876,0.1048700763796657,0.10786098800931182,0.07485064549899524,0.08210518572012768,0.08795955117401709,0.0972424673631105,0.09899817713955758,0.07876161790055192,0.04768505740191277,0.0443176797970885,0.048127464792759575,0.05406129241129367,0.04587382874492137,0.052838035698455764,0.032994065174346165,0.04555634976026216,0.05303063165520905,0.05565937751225663,0.054342385253819986,0.03040288610928866,0.024492567227658763,0.027733794486851013,0.056945168931505814,0.04960565325528393,0.054243482043374744,0.05735642067097857,0.06107345102480801,0.07496521041519545,0.06672759488444667,0.033649685164522075,0.049949181943532414,0.05587801186642169,0.05499827446221038,0.05819975719620943,0.040882867027663215,0.04573850959640714,0.03313975779114117,0.06088603136897156,0.05766356016762223,0.05407690864046316,0.04339650319913304,0.02169892671091331,0.03904065183776083,0.022083888741433234,0.02965885654380517,0.02396712244920358,0.04746125274373922,0.024393720774768243,0.0374899111127703,0.017651795679200985,0.019805371182045665,0.02597008397112666,0.018302020429392843,0.008575507069992844,0.026427914580409124,0.006932062032199865,0.028623476472087798,0.01785466492862248,0.012902800658613022,0.011035570915488218,0.011300827879420765,0.02273416891465282,0.024154409088002503,0.01818237846497322,0.012263045869935648,0.009095595433007688,0.00929843130453477,0.01908750277103785,0.02078855486951126,0.022229550793465908,0.013443737677968907,0.013901458012643687,0.030839943404922184,0.018052333163697372,0.023717407980089054
schleswig-holstein,2021,43,2021-10-25,2021.813698630137,2021-10-31,2021.8301369863013,male,0.0397275719049561,0.04440095080227126,0.03134984822602566,0.060698612388635116,0.0751474733020671,0.06688379543032635,0.08006360473252817,0.0813187508994767,0.09863869464406846,0.09685694852468309,0.08042816688737137,0.11423418363684607,0.08437601791658791,0.08775119945548054,0.08919405223315048,0.05667967902980812,0.04910077430186073,0.06155241543647631,0.03252056698886141,0.05304624757486168,0.051614807761036816,0.035533337793728505,0.04640990421706133,0.025413409001518537,0.04864794889502507,0.028108395572714745,0.04156460727272956,0.0375783749438473,0.037365021254513645,0.030803521823315843,0.048012958989393936,0.028358131129176675,0.04667013702133027,0.033654888530837174,0.04582178287689639,0.04179879491557686,0.053035836961240784,0.05935025685820077,0.039920119309618834,0.05415498985663954,0.05758547368293675,0.03891055436222637,0.0629997477486094,0.05599253499022966,0.0696746576003342,0.04417716027821049,0.0384422061453278,0.03841618692362413,0.031183348142826493,0.03734941004332476,0.030725475662914902,0.0438492828775338,0.03312414784839057,0.04586341956714903,0.034138803874279464,0.03211991804564148,0.022661337130866044,0.020159107087386257,0.016840326596036313,0.024440542755345487,0.02288503507700988,0.012065399640482432,0.01753735696458627,0.018640140512742695,0.028150018082169055,0.011924967249750274,0.0123982779334561,0.012684346918992246,0.019888602943288165,0.023556134689440244,0.013589375529244961,0.0068436503220691836,0.024144004257039185,0.014541232959114825,0.0039573505791006425,0.017428120244662573,0.022026664475484493,0.008367473181271885,0.020606482413774968,0.017807848877735198,0.019077098953877037
schleswig-holstein,2021,44,2021-11-01,2021.8328767123287,2021-11-07,2021.849315068493,female,0.01262193173338156,0.0335248045290979,0.02078855486951126,0.03611613916904121,0.04759657637541308,0.054035265373107176,0.040310420290224414,0.10786098800931182,0.09565873254398995,0.12320383850848805,0.10054033314430416,0.1215828275927415,0.07836061252278431,0.05512320667797219,0.05961055443038754,0.06447315259598045,0.06016759561264149,0.050199022414988075,0.03822884891171094,0.04528571346771252,0.04033123642481093,0.05256736150549568,0.04949114419685335,0.052176968516394584,0.054342385253819986,0.04054460228475993,0.07000790488484442,0.04854385165779853,0.0670035494999252,0.052916115054408554,0.04786201990658029,0.045275304407666354,0.04885614399465342,0.05396238973548079,0.048517827381048324,0.06120360396101662,0.062442676226742266,0.04345895533417718,0.04277198597395902,0.06985169495431416,0.05256736150549568,0.03430010998950347,0.05725751172772303,0.02434689883634476,0.03641274594845814,0.04806500705057513,0.058902548081943354,0.07443404793144749,0.06007388733272711,0.04141889104947138,0.04202257520417025,0.050339558207693244,0.04314669540901133,0.024393720774768243,0.03156838039428185,0.02746325093644055,0.03764082009169099,0.041954920596754805,0.016268144470460842,0.01929557955137028,0.026427914580409124,0.009241221106812489,0.038171606876023265,0.0127519634546151,0.030970020690342243,0.030361261796526377,0.016954763776679642,0.01989380493278631,0.030194764878671343,0.02727595237994031,0.02452378193602447,0.02729676329734818,0.0123982779334561,0.012725957084356844,0.006926861339210263,0.0074105280126641575,0.017922288187641487,0.03127700437403043,0.020559663885343877,0.018052333163697372,0.015056179487153957
schleswig-holstein,2021,44,2021-11-01,2021.8328767123287,2021-11-07,2021.849315068493,male,0.02383186029624033,0.01614330557066179,0.03134984822602566,0.03792702797879007,0.026292646026307712,0.033431144249339136,0.06099015331659387,0.054196633219874876,0.07100245244709096,0.07747528692474269,0.11665755783306733,0.10280154997949958,0.09205383182508284,0.04957962844713192,0.04829401913867109,0.11342120597988459,0.02643311722412979,0.04706569337805377,0.05059981067861753,0.021215127119388867,0.07227820884477448,0.05492019197978069,0.03712044615096944,0.028592259302643704,0.04864794889502507,0.04060184693272187,0.06396292287044598,0.034445806265601224,0.062291695253397006,0.03696433498420876,0.033004471776294744,0.062411438748014386,0.05250489843028631,0.02243243790304961,0.05728354037876429,0.05374896881281492,0.03743266989050533,0.0499752069366324,0.0737206323486832,0.03910830265367026,0.08488644797795514,0.032921219019025824,0.059850029347594015,0.04665972768415453,0.031656834152052817,0.034705979202554665,0.03523673603037832,0.04481730782842382,0.04366192529106801,0.040221951811198545,0.040971336631123415,0.0438492828775338,0.03312414784839057,0.037521133624201945,0.02610535168614876,0.04015429954644234,0.04121072572456986,0.028222857553875103,0.031578786710916344,0.031105301412347252,0.03891055436222637,0.033790176237861604,0.032572599545633685,0.01597685417046448,0.033779769478671215,0.011924967249750274,0.02169892671091331,0.02219833746225125,0.02320237567476316,0.030288419329371697,0.020382794269463586,0.030798318742308393,0.010343828727871672,0.032723494254699385,0.01582600804926714,0.013069242219069821,0.016517823169188563,0.025101257420712536,-0,0.026719263430534244,0.01795349895223509
schleswig-holstein,2021,45,2021-11-08,2021.8520547945207,2021-11-14,2021.868493150685,female,0.029455941237184754,0.02094981957697701,0.02078855486951126,0.04414593377002679,0.04759657637541308,0.05789782032524452,0.07661601472927547,0.13586614174824205,0.058204963019706915,0.13553768570968971,0.155081823856618,0.1784161301953839,0.08248538695134285,0.09453347658879271,0.1113314948156288,0.05640898483935933,0.10032151092683471,0.05406129241129367,0.09562226553403765,0.041512565717546246,0.05500347996520514,0.05256736150549568,0.06718057776016344,0.06958613914936937,0.054342385253819986,0.08788141918173654,0.041996554190897345,0.08324579775348112,0.08041254274260168,0.06946117218100507,0.07659518406445319,0.08454789686752778,0.07329883649877006,0.0659622189918993,0.06369219076336763,0.10715232440635869,0.07806897419036733,0.0931686154711484,0.0978155411888501,0.06693586238322259,0.05548759402171901,0.09438240241182108,0.08138645674063195,0.06393168447846136,0.0758817388315032,0.03905105964986489,0.06821151901477014,0.04340691188309837,0.07209595601453897,0.03589238429710271,0.05438402876712825,0.03594962382386245,0.05177616809673049,0.03253097349605066,0.04538459964206915,0.019612898244428863,0.04556675887656652,0.04795570618226852,0.0345758925713617,0.04503069209641199,0.019820977127133783,0.039285235972925804,0.04533255426370225,0.0331605710554351,0.025808803693866775,0.022078686532838312,0.028259277327995398,0.03694872389331167,0.0060375504865854464,0.0333426874733578,0.030657835751980618,0.024258457512136344,0.031006442388567118,0.028633882199400405,0.02078855486951126,0.003702531811699247,0.040341644495229034,0.013901458012643687,0.010276215323515192,0.021667713698207417,0.028613070746857473
schleswig-holstein,2021,45,2021-11-08,2021.8520547945207,2021-11-14,2021.868493150685,male,0.027806633375535787,0.028248871675644743,0.03527316071720798,0.04551991786960274,0.05259338780898294,0.08548021986378404,0.16024545624153402,0.12784302358678176,0.13814453677552005,0.1356523844080433,0.16904045902523188,0.16381335633691452,0.11125332769823502,0.1259508116036913,0.0520104017330753,0.07937094367968447,0.04910077430186073,0.0796730052599833,0.06144829236300044,0.049511964006903206,0.04472883168142824,0.06785224928756221,0.07117428719913967,0.05719504301839361,0.0638587949701488,0.06873220418438682,0.03836935235737405,0.04697721340543084,0.06540511573259303,0.0400502193109858,0.06602990484124538,0.05673694144297411,0.04667013702133027,0.05610185275278967,0.04009185138016989,0.05673173576644688,0.0717679025298025,0.06247391372423515,0.04913720870139721,0.08125625327819623,0.07881890463553758,0.047898453438179264,0.06614965694437978,0.05599253499022966,0.0633381585963013,0.05680461528528622,0.04484853473977693,0.0768555679744924,0.07487147546498492,0.04596751143863206,0.0486531537623598,0.05847046070899056,0.05521690603677498,0.04586341956714903,0.02610535168614876,0.04417195585888055,0.04121072572456986,0.03427409284030171,0.035788312591700434,0.03999817927137783,0.02746325093644055,0.033790176237861604,0.03508063051865835,0.039951343280261994,0.01688714177585683,0.02982014876263316,0.02479951267375945,0.034882897543232226,0.01656983971564772,0.043755603999921906,0.023779836484946176,0.0273748043118027,0.017246059554729052,0.02544982680800896,0.01978456326255091,0.02614697259232536,0.022026664475484493,0.03346756767141887,0.03297325197669694,0.05344705778406935,0.023566539402775682
schleswig-holstein,2021,46,2021-11-15,2021.8712328767124,2021-11-21,2021.8876712328768,female,0.033660091897678726,0.0335248045290979,0.05823099214499452,0.0602040377671076,0.06347352355204033,0.06561858450044873,0.13717998664964628,0.18390040313064882,0.1748159229713168,0.22609802988980673,0.24751011707973214,0.23124782668736846,0.11552142425514551,0.12213532081362735,0.1113314948156288,0.09270498759402768,0.11237373427558649,0.10431255612633777,0.07648061555709501,0.09061089969554477,0.1247623500258531,0.07711595318838008,0.056570360052498866,0.08351142332549086,0.13256082162344968,0.10141563122259292,0.11907583305042191,0.05894940114538459,0.06365053979508231,0.08270413412498295,0.08617817092468685,0.10570897325834329,0.10386967046573704,0.07796481803946866,0.10923144575640413,0.0703880176760035,0.08431872505918474,0.0869490531330772,0.10699079214257257,0.11063841713935918,0.09641412635890227,0.10583402736829259,0.06630585575422379,0.09745085711446294,0.0880376832836941,0.07512143570768859,0.0713096725552289,0.08064169733642133,0.08412080476477214,0.057991524683785566,0.07417367614657362,0.09112660008264022,0.07552762366475863,0.07525683134083712,0.05130770398933999,0.0392384006239477,0.0534939059322579,0.041954920596754805,0.05492539747495894,0.04717499237562111,0.037443077380776374,0.053155559143714726,0.016694679639459004,0.022952664878080786,0.033550821303411006,0.05245284592492264,0.03956624895266614,0.059699055901749204,0.039254012402257184,0.048502212821254484,0.03679261324207747,0.054602657759135295,0.04341211622585945,0.03181813256828335,0.04852303223535873,0.037052797921164934,0.03585595917652014,0.03127700437403043,0.030839943404922184,0.02527814308643993,0.030116719631940177
schleswig-holstein,2021,46,2021-11-15,2021.8712328767124,2021-11-21,2021.8876712328768,male,0.031781710301532415,0.04440095080227126,0.04311546951962554,0.05310871130035623,0.03756276366860042,0.0631663497368649,0.12204671301504884,0.16664594257582382,0.16581649527031586,0.26777065198948563,0.2578040116200225,0.23636156770071742,0.17658468928557552,0.1030255929460548,0.12640431068138827,0.0869334270288855,0.06421803710740655,0.06517602827365415,0.07229903778033236,0.07782420756668122,0.099836979293634,0.07108576619535387,0.07427261727124679,0.08581877704426606,0.06994542085632105,0.06873220418438682,0.07996465258865938,0.09399169536882211,0.07787628547523391,0.08321454777539027,0.09005874131423863,0.09364266622633866,0.055425127438592015,0.05049050448218209,0.060146771535849075,0.06868534230562054,0.06240102625927509,0.11876311871707186,0.07679307571717112,0.08426664069814944,0.09702886873466662,0.09284042901836476,0.0629997477486094,0.07778775306172998,0.0728458003227184,0.08838667480687899,0.06408267021356494,0.0672430584664936,0.06550404017459482,0.06609238416499662,0.043531816253187895,0.03653763351962092,0.0662642026923929,0.08341767296866587,0.05020943246068248,0.06024568597490933,0.055643760807845416,0.04839291103396478,0.03789580522364522,0.05556047179688276,0.05036037835743476,0.048278404646082226,0.04510875973030599,0.04528050893743188,0.04786201990658029,0.05070911710481969,0.01549830936280587,0.0539259519549699,0.059683437984089836,0.043755603999921906,0.05096937142534396,0.04449463084250035,0.04484853473977693,0.047273882142807255,0.059371080616026674,0.052307099187108505,0.06058928496205277,0.05021463748430829,0.041221133971023824,0.06235937632516789,0.03984726345103573
schleswig-holstein,2021,47,2021-11-22,2021.890410958904,2021-11-28,2021.9068493150685,female,0.03786978627534248,0.05449334314823121,0.033264637501864175,0.052176968516394584,0.10318190256414513,0.11585496548381714,0.10890836881328644,0.15186915580157437,0.22487594203782363,0.18491278696947028,0.2222856285563302,0.18654099200903082,0.10725653903639228,0.12213532081362735,0.08347496483331078,0.12094694643475139,0.13246176953092162,0.08884505529132866,0.08413643002378794,0.10950762602496307,0.1284372861858969,0.09465850382579384,0.1167409447615473,0.09396043893219924,0.09853970714690072,0.08450102073365649,0.059501229291366864,0.08671466206329258,0.08041254274260168,0.06284355886939895,0.08298538184322862,0.10268171344015156,0.09164230558414962,0.11398924672287922,0.09404378947160509,0.07957405385939284,0.11245190307720451,0.0931686154711484,0.10699079214257257,0.10189496736608675,0.12858845933413313,0.074345521378308,0.09344991979353479,0.11574552203233118,0.11234767803449504,0.1262635691650606,0.08682925312096637,0.11480223326081308,0.10517749664616746,0.08563126817966449,0.10634987875079242,0.06712851056223629,0.07768359747411017,0.073220726531653485,0.06315073077778809,0.0745746492373627,0.05547718291931911,0.06194808501713636,0.06306742974196511,0.04503069209641199,0.06830003512577844,0.06240623250338122,0.04533255426370225,0.051026627550659565,0.04646195067373005,0.022078686532838312,0.05087567971989995,0.017048394384522287,0.03321260425261641,0.030309231452433975,0.052130121554653554,0.02729676329734818,0.04341211622585945,0.03181813256828335,0.031188551262359844,0.04075796902019888,0.04482251231234999,0.03823405273626483,0.04112225571382718,0.03249975398073074,0.03124578561155328
schleswig-holstein,2021,47,2021-11-22,2021.890410958904,2021-11-28,2021.9068493150685,male,0.031781710301532415,0.01210700931057096,0.019592090401952436,0.06449397840540089,0.07891264670163568,0.055732255528174776,0.1526045054860877,0.18606087496644583,0.24496569685642824,0.244432795042273,0.31437318108817747,0.24018544934213248,0.1343020839565911,0.13741460530384308,0.09663293213421341,0.1512850556612905,0.12473107508797356,0.06879989363939092,0.09762798905972785,0.12386580926580726,0.08950137983781684,0.10990366066797494,0.0866625753023792,0.10809026359566176,0.07602755165991182,0.10626129784644084,0.07676182961667354,0.0908557265143782,0.12465288782557138,0.09863869464406846,0.09005874131423863,0.059574112691838356,0.03791662039165875,0.0813656241647382,0.1002850406467776,0.09260080212304922,0.10925228949908311,0.10311937866052354,0.08908987379632662,0.09330405810307743,0.10613103208474618,0.1078297232349514,0.11661065274456331,0.07778775306172998,0.10137916017517082,0.08523020982231314,0.08011568488388261,0.08646985474062995,0.1467219991566403,0.05459224683391008,0.09992033925305678,0.12189034668000027,0.07952718220904609,0.08550626264556166,0.07835019683989028,0.07833457331946389,0.08245413743023161,0.08674070546332019,0.058959812942986974,0.04889257822279298,0.05952205310965082,0.05552403289653654,0.08021984534306724,0.06127128361658631,0.05912640198824046,0.05966261410117793,0.04650358787657199,0.03805712299368511,0.056367339704360815,0.04038848083788758,0.027177100635994957,0.0273748043118027,0.0310428641123024,0.03999817927137783,0.05540951080453092,0.03486208358955708,0.038551487018638385,0.02928424428850047,0.041221133971023824,0.05790302611850882,0.03254658326073652
schleswig-holstein,2021,48,2021-11-29,2021.9095890410958,2021-12-05,2021.9260273972602,female,0.05050091458622938,0.05029791793322435,0.04574891874917547,0.07225737991755977,0.08332392278086807,0.119722115298768,0.14122078913098524,0.17188898167085728,0.1873290198074013,0.1602193760017607,0.18446921430476523,0.20685609192617735,0.15270359595493352,0.07876161790055192,0.1113314948156288,0.11691293072384101,0.11639176289095912,0.1004465520812029,0.11859633850822483,0.07172103791521668,0.0880376832836941,0.08062086505888992,0.07779816863196623,0.09744564736049804,0.09853970714690072,0.08788141918173654,0.07351233767420673,0.09018896681923529,0.04354222496423847,0.08270413412498295,0.07340298330410988,0.10268171344015156,0.11610512280932453,0.08997018815712607,0.09404378947160509,0.07957405385939284,0.12183301247496105,0.10560476172978536,0.0978155411888501,0.08732408104230646,0.0847145679079729,0.08579273410597368,0.11156078570448816,0.11269683274987273,0.1062665084836993,0.1262635691650606,0.10234825669709116,0.06512396308282721,0.096153644493503,0.07180956000045022,0.09892523846125219,0.09592963113284535,0.06688900212327284,0.0711847014447866,0.06710247698282602,0.05886610683956913,0.06142226162721129,0.07394975745429094,0.04881970979204756,0.06005306329345557,0.028628679335480925,0.04390653116359944,0.04055501039788441,0.04592067007067949,0.06195849741517902,0.057975907278971214,0.05087567971989995,0.051167165580086396,0.03623582240274669,0.05153673035899917,0.027593319775374478,0.051567961305745195,0.027900283525187867,0.04455187983905281,0.04852303223535873,0.03334789080895334,0.040341644495229034,0.027801430594386087,0.020559663885343877,0.0397275719049561,0.02107987212470984
schleswig-holstein,2021,48,2021-11-29,2021.9095890410958,2021-12-05,2021.9260273972602,male,0.05562814410813002,0.028248871675644743,0.07841269096854867,0.04551991786960274,0.07891264670163568,0.08548021986378404,0.1258674099050266,0.17053252285500278,0.1816408752377548,0.1667085429094132,0.21340329549735637,0.22872509374024344,0.14583029431312824,0.14123643155715318,0.13384851599641379,0.1209938554348537,0.06799803960224328,0.0796730052599833,0.08676674887638547,0.06720661137867456,0.07572030367698927,0.10666772912032749,0.09905548617286344,0.11763736268796046,0.07602755165991182,0.09062131783456692,0.07676182961667354,0.08771994676970195,0.09346554785606861,0.10172303106728091,0.08404788695146485,0.07660559939582126,0.08169894638065303,0.0982166966247082,0.06301536666233633,0.08961076806761355,0.08426143226491173,0.07810542889247452,0.07064837050616117,0.10535986545973433,0.10613103208474618,0.08384475929639765,0.09768008680551422,0.11205063780884401,0.10454702653258878,0.08206872821388204,0.07369980284368877,0.08006360473252817,0.09672670631976579,0.11212359490005491,0.06659222145755128,0.056034179825060024,0.07289787324564116,0.0583819613286117,0.07835019683989028,0.08838667480687899,0.07420492069192283,0.06453563004927533,0.06528015881169388,0.06668073481217855,0.048070211859561424,0.03861913719815811,0.06517082175222269,0.05594047899359835,0.0365948737566443,0.04772149080952404,0.04340170754085238,0.05709613438209294,0.046415108860386904,0.02692216805830875,0.05096937142534396,0.06504065888593533,0.017246059554729052,0.06910710073487455,0.031656834152052817,0.02614697259232536,0.038551487018638385,0.02091860701391948,0.020606482413774968,0.017807848877735198,0.02469026069713128
schleswig-holstein,2021,49,2021-12-06,2021.9287671232876,2021-12-12,2021.945205479452,female,0.021038255274045806,0.07126801548504154,0.04990754198165981,0.08430830818280301,0.11907583305042191,0.13905696552400776,0.17355330063590155,0.23198429975782492,0.19983990845309865,0.24257813032672776,0.18446921430476523,0.19872805556014816,0.11964914754590204,0.11424460650984115,0.15114946192419854,0.1290211297390877,0.10433860834148785,0.15074268283432643,0.09944623126514128,0.09816980816729039,0.13578272414508583,0.1227347304753086,0.1167409447615473,0.09396043893219924,0.10534423382208376,0.10141563122259292,0.10505244411508254,0.09713306307795876,0.10053512308080297,0.15559294843902963,0.15330857343928714,0.11779892802758657,0.10386967046573704,0.09297066148983889,0.13657519677802493,0.11328049959877382,0.1531208210529916,0.0962786756260525,0.09475227445082586,0.0960650809564983,0.1607879281943429,0.11156078570448816,0.10853839606971206,0.10355183719884298,0.10322879554119384,0.07211157766067051,0.07441321814068014,0.11790837580092856,0.11419770359781249,0.04970454764503421,0.1088302053382873,0.06712851056223629,0.07552762366475863,0.05897543064331097,0.05920449078691724,0.04120031748019919,0.0515107045843754,0.07394975745429094,0.05696078602675669,0.08151666052909237,0.046258969787315696,0.06934141245146519,0.062041796674573144,0.04081521390304804,0.04388050920757619,0.030361261796526377,0.0452232591386899,0.03979001963375125,0.01811475486771989,0.04547307690483854,0.03985767142458456,0.045499099657830486,0.02479951267375945,0.025455029353872036,0.04159062806984951,0.022229550793465908,0.03137066077391138,0.03475281046944847,0.027411223491967868,0.018052333163697372,0.02898767816698684
schleswig-holstein,2021,49,2021-12-06,2021.9287671232876,2021-12-12,2021.945205479452,male,0.0596053484661716,0.05247887217108845,0.07449132989907783,0.0872772024057391,0.14287891249165463,0.16365164796622228,0.14878184365669955,0.19382679028467223,0.22120985079920594,0.26777065198948563,0.21340329549735637,0.23254319053842346,0.17273939505093922,0.12977179536838762,0.11524000050754833,0.1209938554348537,0.09068382671253236,0.05430594720703528,0.0903869102114322,0.05658597703518425,0.11706928209227592,0.13579315133816294,0.10215026776763798,0.06991417887021503,0.08516249897627355,0.062479119975638785,0.07676182961667354,0.09712785335583277,0.11217570717072657,0.10172303106728091,0.09306442907125732,0.10785056641576969,0.12551816674472419,0.10945551642805737,0.10602160909711054,0.09857617620287983,0.09363224748197538,0.10625087657349608,0.09831568350699259,0.14152842437605842,0.10613103208474618,0.11082601620008097,0.12922964688245545,0.07778775306172998,0.09186630047594223,0.0915485405670934,0.0929446149694475,0.0960911290399616,0.11234246678784583,0.09485646423251046,0.06146391081073331,0.09016813071651951,0.0684770677998214,0.07089831044947996,0.06629023585212797,0.06828441462465416,0.055643760807845416,0.0746267238915885,0.08003235666675251,0.06445753324438144,0.06639436862141183,0.07001831889689215,0.052629824655742376,0.07192932541444658,0.0534939059322579,0.02982014876263316,0.058912959870170284,0.0539259519549699,0.03977961167374313,0.037021575690936115,0.04077358125472403,0.04107021460134682,0.020694917526936325,0.018177176646680372,0.027697375080772323,0.02614697259232536,0.038551487018638385,0.03346756767141887,0.04534296333520837,0.04008144335974906,0.03254658326073652
