State,Year,Week,week_start,week_start_num,week_end,week_end_num,Sex,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80+
saxony,2021,36,2021-09-06,2021.6794520547944,2021-09-12,2021.695890410959,male,0.006219571937816006,0.012060198434059565,0.01460885190932469,0.01116559866991332,0.008065825520937807,0.01312125531596912,0.028852402953970215,0.04785161033081124,0.05666406201897573,0.06520206088861366,0.05503471299413413,0.06295809733495329,0.041856040944250744,0.03332707746968938,0.06575916197247954,0.048085826289634544,0.04812225997804269,0.07430906931200093,0.057601090970496545,0.04459871997402092,0.05640377919566345,0.06094329841436371,0.04825238050217909,0.03329065414601013,0.03568944466449106,0.022578100931440505,0.014842918185189164,0.021355584601614706,0.05150549943101606,0.02098103215876963,0.036834242703248345,0.03764082009169099,0.01989380493278631,0.021355584601614706,0.03680302060424577,0.042272377594068426,0.03803110396466461,0.014920940511277144,0.016606251329135777,0.01630975750366404,0.01865574610813226,0.021990249066300163,0.01894184952021084,0.03244251825132789,0.02537178868248336,0.03307211473972203,0.03679261324207747,0.018489286665460354,0.020674109251490356,0.029388302977604152,0.02175615061619851,0.03477882785817386,0.02206828211720402,0.012762366006361344,0.01597685417046448,0.017037990975324793,0.017984709735555854,0.022468853621892812,0.01576358909262821,0.017776638200561638,0.009875737730976804,0.015477503166720077,0.010499859996536744,0.007680967253394826,0.0039001462573153684,0.007743376508689189,0.005694311769258563,0.0019500365634153166,0.003936549000260211,0.005845128502376657,0.007810986619780369,0.00411336268563894,0.011976979202098424,0.006058352905907412,0.0062923806967118065,-0,0.003759735916092501,-0,0.008123034425508342,0.01210700931057096,0.010811923938442575
saxony,2021,37,2021-09-13,2021.6986301369864,2021-09-19,2021.7150684931507,female,0.009912144657398491,0.003182497385412486,0.02743723720769735,0.0175789710134846,0.01964411002375528,0.016434596803073367,0.039222788850331064,0.05310871130035623,0.04927253669461139,0.07711595318838008,0.03498176393695891,0.06278108344906973,0.04471842273285485,0.05562814410813002,0.03630867320160507,0.047445638501210335,0.050558170195738876,0.03127180124564645,0.05348870058037232,0.04345375098672249,0.030527759247483577,0.043302825137201316,0.0359027914790993,0.04222033533054472,0.02404515846672684,0.02471627305169694,0.033587244809318705,0.041720732250773315,0.017173235457233083,0.03621500790753163,0.028795171239016606,0.03734420630730523,0.034196041470793505,0.015555526444964511,0.024919169863908314,0.02185499205547191,0.018052333163697372,0.03047572873679638,0.03452906146380004,0.0265007516399071,0.0335612280167821,0.03264024194727222,0.02580360111260882,0.023431278291807554,0.035132665637161324,0.03906667137192396,0.028368536803391124,0.034237668853286905,0.0338265999114264,0.016720687994640968,0.030611008172879445,0.014208340947757954,0.025897247654943074,0.011711718789039807,0.015056179487153957,0.026375888171802614,0.010187797927392828,0.014452808310744417,0.014390391002423017,0.006505606934198099,0.00642759723369247,0.011753328176112956,0.005059846165506341,0.01268954818784482,0.009090394523631421,0.005382278537721043,0.010364632869976964,0.006926861339210263,0.006906058572441684,0.006869653750619098,0.0100317675950974,0.01753735696458627,0.002012438940941929,0.012569919135928956,0.007493739936929543,-0,0.005715114051269498,0.006032349883058143,0.010224205072293177,0.006698031362482135,0.009610488036446993
saxony,2021,37,2021-09-13,2021.6986301369864,2021-09-19,2021.7150684931507,male,0.009329636893456644,0.0211110847845598,0.011685712939020211,0.008372674018343875,0.02420643327404232,0.018369644270182756,0.04197053319065123,0.07445487773055293,0.07556407658528416,0.07879286520271885,0.03852026388854272,0.05474320545367557,0.053025426349704155,0.06667552814008557,0.04573850959640714,0.036058899458987825,0.075209963581776,0.03862954492589626,0.048502212821254484,0.05650268651505033,0.014093909811048093,0.0397379798545483,0.016080886233149228,0.030512150088812164,0.016471008321855496,0.028222857553875103,0.023748622223149062,0.030512150088812164,0.030288419329371697,0.02098103215876963,0.03156838039428185,0.03952461730428584,0.025319763330527854,0.028477796508357196,0.02102785106658401,0.020216329298186144,0.019914612895994433,0.02238561773057984,0.022146315285201446,0.02537178868248336,0.01865574610813226,0.025652726482471466,0.02083537360402634,0.01526424013682805,0.03123017623734026,0.03527836424597828,0.018395653463129862,0.027733794486851013,0.02297347406533756,0.031490333085906506,0.018130360305438,0.016471008321855496,0.025746372753096502,0.023701800865582573,0.019529666924480757,0.01363098641881596,0.02289023736628031,0.01925916605470958,0.01418753526780673,0.012928807117320678,0.014811709287531545,0.012039393613587837,0.020996638456688716,0.0019188354027312412,0.007800585058505722,0.011612896628170248,0.0018980346393426264,0.011716919960600964,0.005907535554375335,0.0077901834993117,0.011716919960600964,0.010276215323515192,0.004789420556204302,0.015144605161548193,0.009438856602147598,-0,0.007519743690575015,0.0051742574235774715,0.008123034425508342,0.01210700931057096,0.010811923938442575
saxony,2021,38,2021-09-20,2021.717808219178,2021-09-26,2021.7342465753425,female,0.006609620050255059,0.012725957084356844,0.012195429970057726,0.011716919960600964,0.025257332976888112,0.010957554418900645,0.042027779408383883,0.05870472450173285,0.06667032146851969,0.059969767219761765,0.04373478649448098,0.07705866832944976,0.0477058764888465,0.03512746212297075,0.08173019544793939,0.07593381479471223,0.050558170195738876,0.04065909164370792,0.04719060653688801,0.0403468485312164,0.036636503059511785,0.04041450104648044,0.0359027914790993,0.03317097769070606,0.012018588801434188,0.021626096377077162,0.03022598301016301,0.031287410632354476,0.017173235457233083,0.02304110398143001,0.031672443654340666,0.02074173617714987,0.022125506428951627,0.021386797426959762,0.040263584017874825,0.025829614024115304,0.026074136028373922,0.03453946837294732,0.05281721455666779,0.04485894371439514,0.04405225435799227,0.04693037112793482,0.034409382158307654,0.04687311951274238,0.03952461730428584,0.04150736156489537,0.012892398078772923,0.031604802511616535,0.01821358938567527,0.02149604246322626,0.01632536239969773,0.01827080945561934,0.015935241403672203,0.02928424428850047,0.015056179487153957,0.0175789710134846,0.018676553575927277,0.014452808310744417,0.025585093169684187,0.013012027872573672,0.009641693812637063,0.011753328176112956,0.013490549799966361,0.01268954818784482,0.007275308919724271,0.008965572854586027,0.013818235833936423,0.010390638059310358,0.006906058572441684,0.013740215162360118,0.008357071508682635,0.008767939158040618,0.012081003262860929,0.007540546702846017,0.012491900337300056,0.003395710871169003,0.005715114051269498,0.008045022298518056,0.010224205072293177,0.0022308478520263295,0.004914232201128649
saxony,2021,38,2021-09-20,2021.717808219178,2021-09-26,2021.7342465753425,male,0.006219571937816006,0.012060198434059565,0.005845128502376657,0.013953471941975461,0.008065825520937807,0.020996638456688716,0.04197053319065123,0.06381193748303651,0.07556407658528416,0.04889257822279298,0.04677423050769341,0.06569668304910173,0.061401437047959806,0.041663486371064255,0.07148150832249557,0.08718344525938337,0.07220010041074157,0.04457269767160878,0.05456621952996323,0.05352513805449651,0.028191640624939417,0.04504110110749318,0.018759783530390296,0.03883769991810394,0.02470586810830804,0.016933956997830492,0.038603525610453805,0.04271994321041873,0.012112210521670226,0.014988559955247326,0.03946737384218848,0.024466554984993116,0.01989380493278631,0.019576484525562116,0.024534186842978888,0.020216329298186144,0.032593412582920846,0.027983528244253358,0.035065019993264036,0.032624632154471145,0.027983528244253358,0.03665211405668208,0.02083537360402634,0.04008144335974906,0.02537178868248336,0.03968594012741911,0.011493270053125997,0.018489286665460354,0.02526773803062301,0.029388302977604152,0.018130360305438,0.018302020429392843,0.02390469371950037,0.029174982889056757,0.005325072648370196,0.02385266983533365,0.013079644834287588,0.011233213230708054,0.017339690687083274,0.016164112033149637,0.018104351245178223,0.018921041946253322,0.024497769677749897,0.0057567186402568615,0.019508859115309377,0.00967810057519137,0.005694311769258563,0.015623146714139264,0.003936549000260211,0.0077901834993117,0.011716919960600964,0.01644500009155316,0.009579282278983844,-0,0.009438856602147598,0.012705151997512511,0.01127482223489776,0.002589664483180265,0.008123034425508342,0.015134202133226351,0.005964742084499513
saxony,2021,39,2021-09-27,2021.7369863013698,2021-10-03,2021.7534246575342,female,-0,0.006359988921251389,0.015243434034403385,0.03809354965617889,0.04491098861874011,0.0575490333635472,0.05043845399320628,0.06709727026851031,0.09278312683424615,0.10284844261355776,0.12254708844698266,0.11992017114410178,0.10739722911823875,0.13771700424183522,0.15448725668406155,0.1107739052819903,0.09166835145222346,0.06569668304910173,0.05663282801139315,0.07451215972113467,0.04579575996241541,0.04619130966791754,0.03889494268703751,0.06937786103560357,0.05110990930002715,0.03398790505818819,0.04366712965935757,0.041720732250773315,0.05154193551549048,0.032921219019025824,0.05472238354903707,0.03942053832916226,0.0663995752653471,0.03305650481727727,0.044099094042913775,0.04173114059930998,0.05818934555078372,0.04673779776376086,0.06908106616486713,0.07138257250835672,0.0713461225190149,0.0693882749214793,0.06883634184396203,0.05539909971776432,0.050511324692360714,0.04395337071726477,0.05675255847568841,0.06586329367825826,0.07288225136328612,0.06690982890025482,0.04082041798642933,0.03857750630803644,0.03585595917652014,0.025382193759120552,0.03576749827561323,0.022859023638481923,0.030569383693521933,0.03212512125888308,0.017589374530914144,0.029279041359514337,0.020897798648956165,0.023514515856917325,0.018551708894017745,0.016314959135153018,0.014551635868808968,0.008965572854586027,0.006911259263350734,0.02424805266035366,0.0017264286588720033,0.013740215162360118,0.013376120242808409,0.012278649551621904,0.004024955767797943,0.02011228896174468,0.012491900337300056,0.006786442825027931,0.017147226875703747,0.01609649106050013,0.01636177384199741,0.011160397553490643,0.012289052008682562
saxony,2021,39,2021-09-27,2021.7369863013698,2021-10-03,2021.7534246575342,male,0.015550324889442071,0.018093947624718002,0.005845128502376657,0.013953471941975461,0.03766163515763054,0.03937370285831418,0.04984508210137078,0.08776161702158079,0.0647647146869388,0.10599034542865461,0.12115543120353624,0.11502632793861349,0.13686194971956145,0.12230732461836175,0.16311957881207625,0.14739991365498678,0.10231699523705985,0.07430906931200093,0.048502212821254484,0.07435593625908996,0.050761167864722255,0.055643760807845416,0.04825238050217909,0.019415224077081128,0.038437002299943214,0.04516080488468342,0.050485299430942855,0.021355584601614706,0.04544184961843478,0.04497344257271275,0.021043457378554446,0.04329241647407069,0.056081030304107146,0.05518567289841428,0.052582977286026025,0.05146906337206638,0.03984205946503962,0.026115756909565444,0.04245452592655975,0.028998083967180167,0.04664931834906252,0.05131811425698727,0.026521562247068392,0.06299454144508015,0.046852300759208605,0.04851262252726467,0.029892990573834894,0.03235926639374339,0.04365151655605729,0.052494487925045165,0.03626704416118528,0.036610484741317,0.025746372753096502,0.03282235654288404,0.02840495667953669,0.04260544931397669,0.027801430594386087,0.02567873931850904,0.023644574819148775,0.0388012727343141,0.008227050776876028,0.015477503166720077,0.015747984365178467,0.024960789820678786,0.025361383607928202,0.005808724423301436,0.015191418814748612,0.009761316128180634,0.01575838751629324,0.01948284936555682,0.009766517104661232,0.022614516752292035,0.014369585249631773,0.012112210521670226,0.0157271780691927,0.004232972284309839,0.01127482223489776,0.015529518672543862,0.010832728267824117,0.009079992706433657,0.015285046247583377
saxony,2021,40,2021-10-04,2021.7561643835616,2021-10-10,2021.772602739726,female,0.016523024821490682,0.012725957084356844,0.009142403640825391,0.035158683215936286,0.03929564383398356,0.032874389401630066,0.047633009721030815,0.10347889213298839,0.11020068862964079,0.16006811086903927,0.1663798919988271,0.13707571203201027,0.11635528133827401,0.15825817944694442,0.1787605109046452,0.17418460797135826,0.1328162726275603,0.10640198523560628,0.11333261302886727,0.07140340108516471,0.07940739929454589,0.06930496389287484,0.05386348724777792,0.05730436330897565,0.03907707918923584,0.055622938542602376,0.05374896881281492,0.04867397323689687,0.058418402231701534,0.05927216784062582,0.06336939663173415,0.04772149080952404,0.07243963331357144,0.06029774628156429,0.06520206088861366,0.06758670369324896,0.05617993700960636,0.06910710073487455,0.08535000615052624,0.0734238126902084,0.07974591693880385,0.0693882749214793,0.07744924816474863,0.06392647808162462,0.07468921354549676,0.0903869102114322,0.05933463904530671,0.07640770845656222,0.07027866987604939,0.09082447196268856,0.06941430964529005,0.05889734218861455,0.05379581723299806,0.08008443678681071,0.039535025213256164,0.024617426173565,0.061156748866455224,0.03534080663187163,0.027187506073877092,0.027650550167573017,0.030543368410846265,0.016793511458363084,0.02192262051690897,0.023566539402775682,0.018187580283792203,0.030496540934826247,0.01900427229203403,0.03291601572611887,0.024180421174516364,0.020611684475094802,0.018390451623496243,0.03332707746968938,0.006042751090638643,0.010052571612347957,0.017485339450287705,0.013573771454237438,0.03143830161206648,0.02213070864223053,0.010224205072293177,0.02009668292923525,0.016091289450864764
saxony,2021,40,2021-10-04,2021.7561643835616,2021-10-10,2021.772602739726,male,0.009329636893456644,0.024128397014494946,0.01460885190932469,0.02512206746780387,0.01613810395633775,0.028873214502298978,0.06559775824061712,0.0664724683352208,0.14583029431312824,0.1277596188531798,0.12942773894313434,0.13970871014661354,0.1620398081459384,0.13901004022642596,0.13160158824017143,0.15944740682835432,0.12641994865115833,0.08620942268384549,0.10008705957280627,0.08030838189742152,0.08462602385122009,0.052988989225742245,0.061661744888013695,0.04716458293738316,0.03568944466449106,0.04234003261451287,0.04454147092590018,0.057986318881661544,0.06059969708801497,0.05097457652503765,0.0710597306346797,0.04517641844115139,0.050651861329107026,0.05518567289841428,0.05609144152740616,0.05514923426070085,0.048897783114607817,0.057845762421236395,0.06092247402692298,0.05257256676515334,0.05598212378673327,0.07516309586495688,0.05684626077048635,0.038171606876023265,0.052713108972787366,0.05954287693627384,0.0598031754726617,0.07167938051548439,0.0528484462724761,0.07140340108516471,0.056226787619982455,0.04027399207474618,0.04966290787905651,0.04559278167644049,0.03373814246273667,0.03408156634076233,0.031068879644879765,0.03209910519786996,0.0394153343858712,0.02424805266035366,0.03127700437403043,0.03612134278216725,0.0332542308478493,0.013438536333678437,0.025361383607928202,0.02710426262912664,0.024685058227776162,0.017573769255553245,0.01969612969759165,0.01948284936555682,0.0175789710134846,0.01644500009155316,0.03353521123726229,0.030288419329371697,0.02202146227260865,0.012705151997512511,0.01127482223489776,0.01811475486771989,0.0027092705771113563,0.018161571194918236,0.01826560762847452
saxony,2021,41,2021-10-11,2021.7753424657535,2021-10-17,2021.7917808219179,female,0.009912144657398491,0.015904031850427058,0.03353521123726229,0.04688873358335968,0.042100638322103624,0.04932458601655036,0.08969932061265494,0.1314816853114165,0.15376231117155775,0.19157205022631732,0.24537843828894101,0.1799867334633974,0.1611739212990308,0.19937010855572676,0.14538705490493212,0.21226504620424475,0.1296466836776346,0.12520541366658897,0.11333261302886727,0.10869993314104384,0.08857940247281733,0.06641519520028662,0.0868084183644249,0.09051192747893928,0.05712216295235095,0.061807517847628786,0.09073070842031525,0.06259365763845329,0.06185437352857571,0.1285050534048972,0.0777825452773913,0.07887098354028188,0.07646499259837268,0.0719761902167562,0.09783117056347579,0.08350100661083022,0.09634640094837425,0.12608633964932972,0.10162403769858418,0.09791973710843493,0.11335866976349626,0.08164165647273729,0.11837222844492816,0.12793164126280995,0.11646993773290122,0.08793871596459608,0.10323400587459058,0.12124924962219943,0.08330308942875407,0.09561184639303341,0.05919928486335408,0.06499380033383308,0.05778329300521951,0.08986079917124433,0.07155961567714854,0.05451937041569583,0.04585821497904135,0.04658686238227465,0.03998256726965394,0.06671718153140375,0.06593097939883816,0.05376458494818435,0.05060501574132481,0.03625663690628759,0.047299905797011384,0.03408676975029946,0.036282655047440146,0.027718186166832692,0.024180421174516364,0.025767183058360264,0.02173534191608039,0.031573583552341675,0.012081003262860929,0.010052571612347957,0.027478859179937688,0.027151087050402017,0.025720359883225498,0.03622021153055142,0.020455622861971112,0.03573107324251107,0.03486728707719771
saxony,2021,41,2021-10-11,2021.7753424657535,2021-10-17,2021.7917808219179,male,0.009329636893456644,0.024128397014494946,0.020455622861971112,0.016746696362837068,0.0484293449375319,0.03674578013809947,0.1023638874341574,0.12238029610134887,0.20536298549566076,0.17949624096999353,0.17907880419435282,0.20283628766173764,0.19002719218362465,0.18356642515693858,0.17745605056333502,0.1775290994775064,0.13545948219677853,0.1576635759550871,0.14260255492647916,0.10114991417708036,0.09591921193025468,0.10603724093839298,0.061661744888013695,0.04161664887999607,0.0768972295210964,0.07906367594136877,0.07723052309554997,0.0488249146765687,0.06666511479746938,0.059974973220461504,0.08686571396499801,0.06777935428350709,0.0524580511731114,0.05874637150871082,0.06310387392871748,0.06802407363001714,0.08333954780042821,0.07838665173914397,0.08678758361623128,0.05801234789750482,0.08026150958516333,0.07333008051847031,0.06822193266706861,0.0840114280831492,0.0722469654570811,0.09265289483244564,0.07822000097974716,0.08093335009816625,0.06434299147603721,0.09452305766594474,0.08708447956607135,0.07691285260967541,0.04966290787905651,0.0565391261011929,0.06571750934855326,0.04430727093081591,0.05070391203169792,0.04976700735651442,0.04099215303028327,0.05012094713870531,0.05268708260937892,0.051614807761036816,0.04200696259464282,0.048007754186143996,0.03316577437281314,0.0348516766158437,0.032281217898311385,0.009761316128180634,0.02954959435723139,0.03117294190532744,0.021485638164175366,0.014390391002423017,0.026349874987022046,0.027260344197353025,0.04405225435799227,0.04237125803825378,0.04136164550205281,0.023296017532670587,0.013537361964105673,0.024211635695512428,0.03243731500632111
saxony,2021,42,2021-10-18,2021.7945205479452,2021-10-24,2021.8109589041096,female,0.023134745548924536,0.04455187983905281,0.02743723720769735,0.04688873358335968,0.05614349767516863,0.11790316399697132,0.1514571559137014,0.17351156157805522,0.20027317212059276,0.23455420238551547,0.21025489615111553,0.1570950579220095,0.1940668841059516,0.15825817944694442,0.16055320405864962,0.17418460797135826,0.1581486467138843,0.18478232402824554,0.21112160067086286,0.16468972012541125,0.1742472173810527,0.15606235299133034,0.16476275110780444,0.16303611747794441,0.150461068405395,0.15156145937418658,0.12773876769068176,0.1113262836708109,0.1444432282826066,0.1318049025338462,0.1585659155030943,0.14537662578787994,0.1570741949931566,0.1382071028069996,0.1708455486719115,0.18905646027261258,0.1667085429094132,0.16274922016355878,0.18102513177317275,0.191937394987314,0.14699316389543926,0.18387431102421062,0.1787344213771292,0.2176693413585351,0.19132674875567895,0.19072654790919563,0.14200291620378647,0.14236269860763237,0.13543862794653133,0.15545734346834122,0.11846604184226579,0.14024053981112025,0.13160158824017143,0.12506467539511534,0.12246369220728862,0.11614681581391106,0.1325921012708109,0.1012645370497974,0.1072304853593004,0.09765924770093966,0.10134268915332828,0.10421355782779589,0.06410870228116528,0.09250703537764893,0.06368177801817299,0.05383225492232595,0.07259064375417251,0.05544594962462607,0.04664411368230081,0.056700501718210006,0.0334415509387594,0.049121593955608694,0.05035517331922076,0.04777874335877514,0.042475342919471665,0.04413032052296976,0.05716901441164973,0.05031353303224191,0.040914091576404334,0.04466637802124738,0.07266875277483746
saxony,2021,42,2021-10-18,2021.7945205479452,2021-10-24,2021.8109589041096,male,0.04355783803472377,0.018093947624718002,0.03214593411706747,0.05863704818653696,0.06727429884781139,0.10243162068238905,0.18124429386551727,0.14369235082994686,0.20807253550043747,0.23946975611552343,0.1956379601661933,0.2000904701338876,0.19842530161348249,0.20865205296179196,0.2032643559293935,0.1835612067681161,0.18370732185301766,0.17554116205916737,0.17299504350982617,0.15776267606490463,0.19201568348433934,0.14851066959033027,0.10191580816820976,0.1360642590920621,0.10988802766435603,0.13277977955013776,0.15755404447449048,0.1374406741085406,0.12733738444220807,0.13804026022367968,0.11585496548381714,0.12055603974623409,0.13034522780261326,0.12469458768422408,0.113994458134571,0.15640137002548424,0.1050993387790001,0.13818624745480876,0.12376156134339517,0.1215359180613327,0.12885431662640923,0.11370783126728061,0.12514286327668472,0.1298969073601594,0.12698813140913479,0.12136391680820713,0.12428801548878816,0.13187267414172216,0.1333740985701329,0.14500639348766534,0.10161361735494698,0.11358275822030811,0.10306206514824802,0.11679306165974569,0.12617495433168963,0.11767384514013042,0.11292612965920613,0.07064837050616117,0.06781580177276138,0.08248017869652209,0.08069898614266309,0.096388078113646955,0.07353316710410306,0.048007754186143996,0.07806897419036733,0.06584767390909986,0.04748207174107489,0.041018173540948666,0.059110784242573614,0.04872081708507943,0.05275475118132537,0.04318312563699116,0.04312587814733735,0.03937890679743894,0.0566432393451714,0.05932943310871388,0.05640898483935933,0.04659727170486426,0.04333925547456869,0.039352887107040366,0.07123677270430097
saxony,2021,43,2021-10-25,2021.813698630137,2021-10-31,2021.8301369863013,female,0.052895293881357074,0.07321031187823582,0.0640462253408172,0.06741488079599328,0.09828963430917727,0.11790316399697132,0.16550349972538198,0.1679031803836948,0.21481830986221648,0.20016355085153656,0.19269940803469204,0.20288327059212471,0.21501150669288757,0.1641315581475866,0.239501100138174,0.23449152032249831,0.2501016874229845,0.23500342604827557,0.271147304217706,0.2051646039517301,0.23858690723812392,0.19370152438320123,0.1707620749364885,0.150946071981497,0.21077178445741082,0.22905936187933634,0.19509512453256406,0.22987414947059626,0.19957890798610634,0.1714089998908958,0.2568320136435783,0.24946945774675314,0.2095396147472608,0.2162333627332389,0.22278696948262855,0.24291771187686254,0.2573180103606916,0.26472348997987344,0.24218630821677434,0.24924478293616237,0.2459217990940827,0.25350854493075947,0.2737348254397609,0.2497568339194002,0.21115814876923783,0.23484149614112068,0.23516013289015536,0.2163377962052484,0.21373224374107733,0.2729559418700207,0.23925034848598392,0.16670332621206613,0.1895313859864351,0.1622536739851467,0.1583103379723522,0.21489663281516386,0.17686644522713704,0.1559945498497289,0.16974474955411514,0.13514666932124178,0.15450290310150921,0.16651030877825088,0.12829653916708342,0.13791512863748578,0.08189164926140295,0.10591739694200793,0.1054588659406582,0.07451736717794973,0.08641255957622787,0.10141563122259292,0.07360086280891057,0.07721489991152847,0.08664694928427442,0.08049066351340668,0.07248129132234987,0.10189496736608675,0.09436677407373949,0.08253746952827005,0.08595940913644062,0.09384062276586214,0.10601639848439783
saxony,2021,43,2021-10-25,2021.813698630137,2021-10-31,2021.8301369863013,male,0.08091772580160633,0.05430074177386138,0.06431175285573003,0.0781939618468384,0.0861260847011509,0.1392498810811914,0.19966764799789818,0.19701073325574656,0.19182779128949373,0.174048954508966,0.20116059090146987,0.24679432303488785,0.26006162541384603,0.19750139098404357,0.19466190400620165,0.20466343289607866,0.22294363951334775,0.30384840279648107,0.23383336322263834,0.21145053448101242,0.23447062631828333,0.23888467116065995,0.17982497478937512,0.16109567922195706,0.1318935269619163,0.16390203533434194,0.1307674866377553,0.16191461879453295,0.20632358051844307,0.15908229026539272,0.16860223862143345,0.22248929772469284,0.15209862550891642,0.18894164371814967,0.2036141216420862,0.17667860776313565,0.1722594054212781,0.14754071238996552,0.17372025720231046,0.219695444101562,0.21493318356691588,0.19455229456561654,0.1878248050059585,0.18921824766600853,0.17983019280326082,0.21423350220910303,0.18654099200903082,0.19677062584180627,0.17253070336320891,0.16395419952112134,0.1870472071700485,0.18148432959792835,0.1509825778100727,0.16980213661009222,0.17245766147037028,0.16549828314893053,0.12767100147030905,0.141392856077664,0.16100700501025883,0.1505080040376367,0.14996563931540996,0.10672504660684425,0.13138263527445568,0.10567770977784524,0.0839280936230011,0.08523541835258662,0.09881062074489665,0.11728296305607103,0.07488709794495582,0.08382392573561398,0.09382499459060882,0.09257475578792349,0.0742934470056933,0.09396043893219924,0.08814185961254557,0.09750295468278462,0.09404899888475723,0.11657938270906391,0.07587132364511963,0.05449854860067964,0.10670941455880338
saxony,2021,44,2021-11-01,2021.8328767123287,2021-11-07,2021.849315068493,female,0.06612883047184995,0.11463546575526194,0.10372898992764076,0.09968588970777773,0.1264095233374538,0.17833264430630294,0.2442290399095276,0.32229432463458035,0.35463494352044556,0.3982289833252864,0.4125518094699875,0.42381683958868516,0.4128925028384488,0.41129912535380736,0.4099416481849375,0.5498641974071898,0.6003551385695749,0.51210297192270815,0.5024201751773176,0.4424207517956687,0.39518464651689916,0.3735912149037388,0.3631644104926914,0.39336651315546023,0.3285734991561684,0.31910270157753834,0.31656000767172204,0.35918486567334273,0.2651207085253578,0.2540206379017623,0.37557626288361273,0.39137030737694684,0.36117460001384166,0.3432749656717189,0.38278382874406863,0.34480344492255527,0.323864047182213,0.4569865760175862,0.42610788653469767,0.40511476737781993,0.3872785870281856,0.4835533533011225,0.3797351578978022,0.38474303458895953,0.36567272745006724,0.3796984911231853,0.3570328966016998,0.4256150670000027,0.29999891657922667,0.3738792778521409,0.31103557044240876,0.3155659841875856,0.3196102088670485,0.3662749509943428,0.30007213784312636,0.3244500890809944,0.2842953379464364,0.2833908140348224,0.25322114802372264,0.2461307855309639,0.28037410525380757,0.2508070767127241,0.2399660386927987,0.1888216085004585,0.18398911639047594,0.1616590248045837,0.16433499966990844,0.14393742769548679,0.150445423204064,0.17028732061457383,0.1657486794090396,0.1387180615484864,0.17343330093489684,0.11322838622090745,0.16259794767149185,0.1290993235698645,0.10867908961977082,0.11679827335244188,0.16591039430116647,0.16097570826576132,0.1922870845199216
saxony,2021,44,2021-11-01,2021.8328767123287,2021-11-07,2021.849315068493,male,0.040445725313982044,0.12074888667863937,0.1550609617354793,0.08099063922572522,0.1616016467346137,0.1629370073176533,0.28660116082830506,0.34927398114402186,0.3137767897987437,0.4115873972680042,0.43637427461363454,0.46163989756300333,0.45104331091043376,0.426537796751622,0.4102089478370695,0.4434539149304348,0.5135996604993351,0.5584204941719924,0.5727717446547002,0.4867235927799414,0.39326696302030434,0.42010524320748666,0.3117313242666882,0.33105921522074166,0.2641276678508645,0.28008133174256805,0.23800183221661247,0.2875109694155849,0.258033949282591,0.34277769614947007,0.32187050767077735,0.26596742134177925,0.3483107417926019,0.32125310148511643,0.27929189709670077,0.3114279116798967,0.2904548844462716,0.25050401940102557,0.2756376504736599,0.2870612919174046,0.3255489354432979,0.3049991197615948,0.26771315671386886,0.317669151041627,0.311187275369888,0.2917517240534422,0.30896405778520886,0.2873070454170906,0.30404193068670454,0.29675113422907384,0.3017876369593786,0.2936186023749449,0.29685572953324474,0.2796421745664215,0.2954855477225918,0.2664221431741931,0.2556562339219437,0.24607853884300632,0.26386634450946717,0.25595932126244775,0.23420422850045558,0.2551232225392682,0.19456273355000403,0.22120985079920594,0.20322259301644516,0.1317840497491918,0.15018988558193588,0.1329413919445671,0.14987698408142439,0.1834203104679481,0.15255235268359013,0.16469493662075502,0.1679031803836948,0.12430365282214303,0.19852969932700917,0.13994855422389443,0.15056015478981755,0.15030461660388375,0.1165585360291777,0.14545484421675287,0.18258015897371924
