State,week_end_num,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80+
mecklenburg-vorpommern,2021.695890410959,0.025741170178078955,0.032265608213284745,0.02320237567476316,-0,0.022115102003949377,0.014421599647218522,0.041856040944250744,0.0641399407794915,0.03629306230754509,0.014229146636033727,0.09356973505963323,0.04898626635521609,0.05724710027096148,0.049485939245646246,0.036875872197746386,0.05257256676515334,0.047440433754738755,0.03721931679899097,0.06076629138694496,0.053020221044720324,0.0735279597458482,0.042100638322103624,0.036875872197746386,0.04539500872399343,0.029809742797933896,0.046545225112753504,0.025964881373732644,0.05449854860067964,0.02652676490016438,0.032978455275331144,0.044864148202488484,0.015326658494068715,0.028920040516489626,0.04129399175452825,0.03602247422176405,0.009355641565193784,0.033217807575201076,0.01914992571771485,0.02367578901848895,0.018588121895278004,0.009605287075572209,0.023826657912771082,0.047763129020911836,0.024393720774768243,0.029788930874782522,0.0511931911827709,0.03010631360789256,0.018489286665460354,0.02426886236600097,0.03913432222169003,0.01937360855865311,0.004779019599315969,0.009308833165427983,0.0306994603021415,0.0127935736740862,0.011768931704854315,0.018634938648657437,0.01771941867439957,0.0068904565028238135,0.006932062032199865,0.0103178235619476,0.010759913151403842,-0,0.007805785838885855,0.004019755365543792,0.016434596803073367,0.004082160226884292,-0,-0,0.004529397258114548,0.0047374157925664535,0.025491447189510977,-0,-0,0.00792540393112291,-0,-0,0.00807622713526865,-0,-0,0.004071759411460064
mecklenburg-vorpommern,2021.7150684931507,0.03432092371823954,0.008065825520937807,0.02320237567476316,0.022343999834883492,0.0368602611334012,0.021631298540399815,0.041856040944250744,0.04988151702242479,0.021771757146754556,0.04269392184818353,0.07196056861129144,0.02099143635685808,0.042928114577088256,0.04241289196573671,0.10332258162215982,0.05257256676515334,0.039529821258513495,0.04466637802124738,0.022780989400960842,0.02271335982316015,0.05145865307419943,0.03508063051865835,0.036875872197746386,0.03025720116039645,0.022354404305684895,0.046545225112753504,0.008653519992832884,0.009079992706433657,0.04422400007564283,0.06597783879547059,0.007472936943378171,-0,0.024097182543471058,0.018348836925189373,0.013506153849995107,0.046800253911839784,0.014234348059406267,0.009574081321230209,0.01894184952021084,0.009293230374865555,0.024008741643971633,0.01429676518041859,0.023878681770913925,0.0048778287737478,0.019857391017210315,0.01137364375328337,0.006021948677558128,0.006162365127346456,0.01213301537128127,0.005590300484036865,0.004841425371845957,0.033472771019516234,0.027936703073378522,0.026313456550184463,0.0127935736740862,0.007842191316088062,0.007452133958149193,0.01417713243095282,0.010338627693648754,0.017329287219607265,-0,0.010759913151403842,0.0036869307032371557,-0,0.004019755365543792,0.0041081622745491805,-0,-0,0.017053596089904432,0.004529397258114548,-0,0.0050962497203174036,0.01210700931057096,0.00717649518955648,-0,-0,-0,-0,0.00770177033017048,0.008372674018343875,0.0030524895914443187
mecklenburg-vorpommern,2021.7342465753425,0.008580707927871615,0.032265608213284745,0.007732974960938583,-0,0.022115102003949377,0.028847200068186574,0.034877694054035284,0.035621798296288906,0.029034504284252208,0.06405143174964342,0.07196056861129144,0.07700138353363198,0.007150491607565198,0.05655994873331235,0.036875872197746386,0.037547152398046076,0.047440433754738755,0.04466637802124738,0.022780989400960842,0.02271335982316015,0.029398708857967443,0.007015273190818646,0.02949756482527332,0.03782815598514792,0.03726094660176797,0.015508712463970627,0.008653519992832884,-0,0.06192205403114856,0.016486613266285477,0.0373858362100598,0.03576749827561323,0.014458009756483522,0.018348836925189373,0.013506153849995107,0.02339486189896438,0.023727812725693825,0.02394111046938264,0.03315016442224681,0.02323879193279972,0.014405995322476585,0.023826657912771082,0.023878681770913925,0.04879889025916121,0.0049610366452090765,0.01137364375328337,0.024081575314979845,0.012325460624785496,0.006068754118689121,0.011176000904313569,0.01937360855865311,0.01434357807035207,0.0046542082789255606,0.013157664514751354,0.017058797795801144,0.011768931704854315,0.011181202022291139,0.01417713243095282,0.0034477142929898856,0.013859846906638294,0.017199244051776783,0.00717649518955648,0.0036869307032371557,0.007805785838885855,-0,0.0041081622745491805,0.004082160226884292,-0,-0,0.01811475486771989,0.0047374157925664535,0.010198199966192732,-0,-0,0.01584681438479691,-0,-0,-0,-0,-0,0.011202006499415215
mecklenburg-vorpommern,2021.7534246575342,0.025741170178078955,0.024196028432675102,0.03093880211216547,0.022343999834883492,0.0368602611334012,0.028847200068186574,0.0488353244471797,0.04988151702242479,0.10896047786189397,0.14244612676695914,0.07196056861129144,0.11904977345081677,0.050084512049894864,0.09193922925357989,0.08116250698710627,0.06760753074967857,0.05534704431519787,0.05956370077123016,0.022780989400960842,0.06059969708801497,0.0367509838142395,0.028061570289404557,0.036875872197746386,0.052962962724253465,0.052176968516394584,0.046545225112753504,0.05193752893314606,0.0635880634051986,0.06192205403114856,0.008242653247524817,0.0373858362100598,0.051104704186781126,0.028920040516489626,0.013761020663329399,0.018005516934847407,0.032754713904341995,0.014234348059406267,0.028727533838911377,0.03315016442224681,0.013943069151946876,0.019207146817994344,0.023826657912771082,0.023878681770913925,0.02927383843104301,0.029788930874782522,0.01137364375328337,0.024081575314979845,0.018489286665460354,0.04248054716899888,0.022359606541863378,0.009688502512032309,0.01434357807035207,0.01396387473408516,0.017542558718875164,0.02559029572908632,0.03530958542955223,0.026089743854916102,0.010629886411403843,0.031022051695619782,0.010395839098741123,0.013761020663329399,0.00717649518955648,0.01106677754689829,0.007805785838885855,0.008039821494216408,0.0041081622745491805,0.016335765666323752,0.004128963922034487,0.008528699372468524,0.009059189078280308,0.009480464170565491,0.010198199966192732,0.0060531523002996255,-0,-0,-0,0.011758529351841764,0.01614850718550038,-0,-0,0.012221436074988719
mecklenburg-vorpommern,2021.772602739726,0.03432092371823954,0.016127700729256407,0.03093880211216547,0.03724533542182389,0.0368602611334012,0.05049050448218209,0.013948270546703915,0.04988151702242479,0.07988132461355281,0.08542292578978046,0.05755944488076784,0.08400621967547985,0.042928114577088256,0.028274885810422732,0.08116250698710627,0.05257256676515334,0.015810403303080256,0.022328393132581854,0.01518621729564192,0.03786458248724768,0.029398708857967443,0.028061570289404557,0.02949756482527332,0.04539500872399343,0.06709206355471017,0.031027254799008065,0.043276803483284144,0.018161571194918236,0.008840751485169706,0.06597783879547059,0.05982920539796896,0.025548675268466683,0.028920040516489626,0.027525683938527255,0.004503394999820554,0.03743787363537759,0.05221340507136652,0.033519601175793834,0.037890601432940846,0.04648797392160217,0.019207146817994344,0.04289688881895948,0.033431144249339136,0.019514061066824524,0.03972236793093831,0.02843617373653753,0.04215268046583311,0.05549279957370351,0.03034044965263982,0.04472883168142824,0.004841425371845957,0.033472771019516234,0.01396387473408516,0.02192782270989646,0.0127935736740862,0.027458048189653125,0.022359606541863378,0.01771941867439957,0.010338627693648754,0.013859846906638294,0.030959614495534173,0.014348779505165127,0.014754493023809816,0.007805785838885855,0.008039821494216408,-0,0.02041920855296445,-0,0.012788372394834305,-0,0.014218743790855273,0.010198199966192732,0.01210700931057096,0.021527255372886592,0.02377463410667591,-0,-0,0.01614850718550038,0.02311393629713059,0.016746696362837068,0.018328029588521866
mecklenburg-vorpommern,2021.7917808219179,0.025741170178078955,0.024196028432675102,0.01546710007179904,0.014894933056242298,0.04423440892524707,0.021631298540399815,0.10470334072411835,0.04988151702242479,0.07261668008135587,0.07117428719913967,0.07196056861129144,0.10503160205580632,0.06440546877294497,0.09901901678072361,0.08116250698710627,0.04506191913590638,0.07117428719913967,0.05956370077123016,0.030371667871593303,0.07575675673258721,0.0367509838142395,0.028061570289404557,0.0516356284213729,0.04539500872399343,0.052176968516394584,0.046545225112753504,0.025964881373732644,0.045410622350783775,0.03537202785293648,0.008242653247524817,0.05234874107051026,0.04599353443906463,0.019279973763960682,0.03670415074774868,0.022510471617515317,0.0561643201488651,0.05221340507136652,0.04789324864639044,0.02367578901848895,0.04648797392160217,0.024008741643971633,0.02859746216291918,0.02865469366027251,0.039035447932492855,0.03475281046944847,0.045504304209995065,0.04817430814862606,0.036990353479453966,0.03034044965263982,0.027947108663261708,0.053296102927033476,0.038254868039676496,0.027936703073378522,0.013157664514751354,0.03412319363161541,0.015690767071246836,0.02981494578002612,0.031896180368658066,0.020679311319569783,0.03812997634419002,0.013761020663329399,0.017937893567593784,0.018442470043220166,0.011711718789039807,0.024123194601358353,0.0041081622745491805,0.008164640941084106,0.00825305489722676,0.008528699372468524,0.013584174170386924,0.0047374157925664535,0.02039319834786262,0.018161571194918236,0.00717649518955648,-0,0.023868276995121535,0.011758529351841764,0.01614850718550038,0.02311393629713059,0.008372674018343875,0.015274643191165104
mecklenburg-vorpommern,2021.8109589041096,0.042907297402918966,0.008065825520937807,0.03093880211216547,0.022343999834883492,0.09589316393291451,0.04327159915406562,0.10470334072411835,0.09980571934330036,0.08715219291483058,0.12105640083413945,0.13681502640273444,0.12606027653619448,0.10738680761764056,0.05655994873331235,0.0516356284213729,0.10520354929466001,0.039529821258513495,0.0819176902460102,0.06836772401821549,0.03786458248724768,0.05881404796618773,0.042100638322103624,0.0516356284213729,0.03025720116039645,0.029809742797933896,0.07760027315422827,0.05193752893314606,0.0635880634051986,0.04422400007564283,0.05772602943979995,0.02990859954665048,0.06133375722299118,0.07715761494359524,0.00917360913611401,0.04503069209641199,0.028077178712487636,0.037968658348139936,0.0383069063346535,0.01894184952021084,0.051135934874055336,0.048033778207614876,0.03812997634419002,0.033431144249339136,0.04879889025916121,0.05959493653930908,0.022744573463521888,0.04817430814862606,0.05549279957370351,0.03641274594845814,0.0335404145921226,0.0435994729122561,0.038254868039676496,0.009308833165427983,0.0306994603021415,0.03839016771494546,0.027458048189653125,0.03727135405766968,0.028352928292847416,0.02757771149752676,0.013859846906638294,0.02063769478948283,0.021527255372886592,0.03320219760901483,0.019519263018854288,0.024123194601358353,0.020544057718569514,0.012252643418077446,0.012382674215872823,0.008528699372468524,0.009059189078280308,0.023701800865582573,0.015295449306082875,0.030278013270964195,0.014348779505165127,-0,0.035809126916119094,0.03528877130508677,0.03230203081897313,0.00770177033017048,0.016746696362837068,0.020367188155770984
mecklenburg-vorpommern,2021.8301369863013,0.025741170178078955,0.024196028432675102,0.03093880211216547,0.02979413385479236,0.051614807761036816,0.12270345675689866,0.15363714174651882,0.10694389577287343,0.18900948983332386,0.2066733668089617,0.20174525155034034,0.23134706713134484,0.16475231810404006,0.11318148422548463,0.1550609617354793,0.12777525723053731,0.14244612676695914,0.0819176902460102,0.06836772401821549,0.053020221044720324,0.06617048342525081,0.06316114341664944,0.0516356284213729,0.08325621441701808,0.029809742797933896,0.015508712463970627,0.043276803483284144,0.045410622350783775,0.04422400007564283,0.04122633809502915,0.05982920539796896,0.08179269363884314,0.06750860230593364,0.059657408131755824,0.03602247422176405,0.07021618552216985,0.07121073706802596,0.08143853821689492,0.03315016442224681,0.06974755526133275,0.08649068936152009,0.05720545446473802,0.04298536184902181,0.06833127614210968,0.0894128276298545,0.05688790628903932,0.03612654639581978,0.036990353479453966,0.05462347961583888,0.055914451014818935,0.03875443782122968,0.062182364477388986,0.0419080828431793,0.03508583402816837,0.04692516643303676,0.03138627019029515,0.04100256123298812,0.04253779394820905,0.04826799498695923,0.031193754382408043,0.0344041787164938,0.04306342641232404,0.03320219760901483,0.019519263018854288,0.012060198434059565,0.032874389401630066,0.012252643418077446,0.004128963922034487,0.008528699372468524,-0,0.042673104767768456,0.04589985169846541,0.03633469136879395,0.014348779505165127,0.03170366267296771,0.047752719464939156,0.04706048866961702,0.00807622713526865,0.03081913106945035,0.016746696362837068,0.02342087360553656
mecklenburg-vorpommern,2021.849315068493,0.03432092371823954,0.04840332071809422,0.05415498985663954,0.10435945012300786,0.10327568856053589,0.07936052779441755,0.1606366614077279,0.16407417734929955,0.18900948983332386,0.27098003454924663,0.2956790444912984,0.20324869483311014,0.222175960873011,0.30473759094258096,0.1476658671411055,0.16541481799683294,0.14244612676695914,0.13411440018289622,0.10638635328468264,0.08333954780042821,0.05881404796618773,0.08423539010656583,0.02949756482527332,0.052962962724253465,0.06709206355471017,0.10090503888638608,0.08659486259118672,0.09086093560815671,0.02652676490016438,0.04947552934478924,0.08977224635121547,0.08179269363884314,0.08681362705277477,0.06424927567141471,0.08558959963490716,0.09364266622633866,0.08071461037349904,0.062265664095404585,0.10426566217195701,0.06509272399335365,0.052838035698455764,0.08583440281350097,0.08600628658501575,0.0781002210763206,0.1142810865817732,0.09104846333160602,0.060224861866838814,0.04932458601655036,0.08499582650011037,0.0894909619231705,0.048450164322461804,0.06696710257998466,0.08384996768790065,0.06581122779930011,0.0511931911827709,0.08635526447495526,0.0857666911807185,0.04608201273793489,0.05516485081659592,0.09364266622633866,0.051614807761036816,0.03947257779068166,0.06272902065613944,0.03514307266711036,0.0482575853299201,0.05753862184841116,0.04902270067452132,0.053676093576418754,0.05118278094013288,0.04530132706168568,0.018962657102494423,0.05610185275278967,0.03633469136879395,0.014348779505165127,0.03170366267296771,-0,0.07060671396573766,0.04038327679772796,0.01540988308693832,0.07539222732653036,0.040742356790355296
mecklenburg-vorpommern,2021.868493150685,0.03432092371823954,0.0887721308530709,0.061896023058197525,0.11928431031742973,0.08851168726555038,0.12992818540513812,0.20262225484936527,0.22841694220300768,0.27647930683369437,0.26383498579674947,0.24508063717939005,0.2524268957412874,0.23654439717059456,0.2195126738620777,0.17724733994542266,0.2106203721992315,0.16622339229527483,0.1639698487873564,0.12160367628695232,0.1895992328710703,0.11769469226714055,0.0912568282619455,0.022125506428951627,0.08325621441701808,0.08947533505511736,0.10867387874076093,0.12994382443468555,0.09995680927733082,0.11505238552196191,0.09899817713955758,0.09725809656549125,0.1176165155839283,0.09646622288856357,0.11938333731205816,0.08558959963490716,0.1217704661415576,0.11873705927417601,0.0862354658308329,0.12798898219247862,0.11163895328405876,0.15867544911509332,0.18614959191216995,0.12427759060249934,0.13675246204617372,0.10433339789741597,0.12523147635125287,0.14466223624872138,0.12957370199703683,0.10930960983453389,0.12308916726512566,0.11149825172544202,0.11964393556747538,0.06520206088861366,0.14489167415493318,0.09389271671730506,0.10206690423339623,0.1417787052401229,0.1135045877187192,0.08621983994107411,0.09711222419259807,0.06883113495602729,0.06460331404172481,0.0701120450992263,0.08203227073319118,0.0482575853299201,0.07399141667287135,0.03676139116807025,0.028894026058956992,0.07679307571717112,0.07249691308424283,0.042673104767768456,0.07141381537669728,0.07875641001868586,0.05741888957418059,0.03170366267296771,0.023868276995121535,0.03528877130508677,0.12933390576769063,0.04623815127966179,0.05863184231978816,0.06520206088861366
mecklenburg-vorpommern,2021.8876712328768,0.08585002858743711,0.12108767356199625,0.11611554605733719,0.15661521267611359,0.22155973723926042,0.281921649768698,0.32878281803254517,0.45783641877046716,0.4884715061429175,0.4141766748290589,0.6221534753384613,0.5343476762279282,0.344421320897837,0.3331734756601153,0.399659516388892,0.30114431815854625,0.3250256723747949,0.1639698487873564,0.15204647321378267,0.18200615023011607,0.25042564279752755,0.16156513345032536,0.1550609617354793,0.15905621060899056,0.209017517744642,0.10090503888638608,0.11260302976020037,0.2092211349521266,0.16824227462384955,0.14857324809551814,0.21721504565068914,0.11249880441458336,0.14476652608059035,0.17457591801870467,0.20294069423136343,0.17337069250517165,0.12824962357879854,0.16780927775429808,0.1707255552193797,0.15822688435681218,0.20685609192617735,0.17180550626043326,0.11470842647313338,0.14164313628921907,0.21385755790509012,0.25076527559920553,0.1627753016721891,0.16665637595952193,0.16404809518918745,0.11749143313525306,0.11635528133827401,0.12922964688245545,0.13982341804555345,0.10094150960127687,0.11952927217419133,0.12171834425452328,0.1380454740463028,0.15968734196562293,0.14839072766588857,0.11099798260028801,0.08604795546367336,0.0897514104154765,0.10335905403265816,0.1133221903386704,0.08045941519100001,0.07810542889247452,0.06128690201114807,0.045410622350783775,0.05971467382409355,0.05889734218861455,0.08538646595737433,0.09694551341035867,0.07269478914112995,0.07178352407738173,0.04756014305531625,0.0955441220273955,0.08238122195398978,0.12933390576769063,0.07708470689386922,0.07539222732653036,0.10701684569956488
mecklenburg-vorpommern,2021.9068493150685,0.0686697216887518,0.16960389068521967,0.24025858643097708,0.2463240987328669,0.2882116374534957,0.4052929504526646,0.42008951666781924,0.536937819891208,0.5397697878878837,0.5074608855821521,0.4260240020287382,0.6829719308987044,0.4164620552592802,0.44708325981518593,0.38480065940776625,0.5584940802255774,0.45241759780500646,0.2685808194504098,0.40389894622279887,0.29608172926430254,0.2947429451863077,0.2813099459256522,0.16245189188982107,0.21218150595315946,0.2389421345700542,0.19421824817170663,0.25152292599671805,0.16366729714141126,0.21260442985441955,0.18991759251198176,0.23973618091026808,0.23550488960462349,0.2366593188806852,0.2390361657405863,0.21649966850136412,0.22032731187891702,0.28065642412935526,0.2783822323003101,0.34677692465307025,0.20485137147590335,0.27438303274144604,0.2531323165738123,0.2344601793193241,0.27876909929196114,0.2637200040119112,0.19937532853127118,0.2111007160547516,0.1852050251455943,0.2005707167300744,0.25770472067096034,0.2281035696311387,0.19156161184229129,0.20520114786347995,0.19327353483000329,0.17511853949046424,0.12958412794513674,0.1604645307720084,0.1667972268443331,0.13802461875893537,0.19788243688175292,0.14464659279198316,0.1544663948014586,0.11813769569205489,0.13679417160885418,0.14088187105274674,0.10279633968943998,0.08173019544793939,0.0991336349564244,0.09387187913046532,0.1269412170013099,0.0996285799797081,0.051000602031338736,0.07269478914112995,0.07896993360299948,0.07929282459104042,0.07164293031809112,0.11772596297333525,0.12933390576769063,0.08479790362852982,0.07539222732653036,0.12436098975132924
mecklenburg-vorpommern,2021.9260273972602,0.09444491581112924,0.2262651552472824,0.21695917970034756,0.2762597429916359,0.25857744234507385,0.318176644340159,0.5538320838066885,0.45783641877046716,0.6572194014299162,0.6657143775216164,0.7825147591468671,0.6900588794286289,0.5463905745598613,0.4613408553606719,0.5857333286115827,0.528153920721902,0.48431440309564067,0.24614645954759226,0.3503733522071635,0.33416260226226346,0.2135233874721455,0.23901526991021804,0.19204699891615346,0.1666407258847627,0.2164944468065245,0.2409377214540767,0.19070045237737007,0.19099272308186654,0.23036511738854085,0.20646453888979285,0.21721504565068914,0.25090112934099457,0.20278408445553567,0.3128089763854942,0.20294069423136343,0.24852374010082315,0.2854299364281774,0.31208182032071796,0.23251185070950786,0.2608612204706263,0.337161497907396,0.27708049828859593,0.2776398739714542,0.2542557843228707,0.298649571744606,0.32508846366500077,0.3321163346950054,0.2532838526679623,0.2371242320271662,0.17913620155229698,0.2524268957412874,0.20595813466848192,0.18184438527409352,0.20207934630113675,0.17939709943235346,0.20039845385391739,0.1604645307720084,0.15613537185808365,0.16221194399623,0.17006298766273883,0.10672504660684425,0.1472747595439413,0.16250927089798053,0.12896900058389127,0.09253829094065841,0.08221976662045068,0.09399690477674962,0.0784647694664643,0.08960035013105187,0.09517424435601637,0.07589215401997285,0.06631106238930223,0.07269478914112995,0.07178352407738173,0.07929282459104042,0.035809126916119094,0.08238122195398978,0.15362149558957017,0.09251224463684395,0.09216322542440554,0.11415601215597769
mecklenburg-vorpommern,2021.945205479452,0.1460336642472032,0.1776960688095339,0.24802737584340695,0.2837463475683971,0.3178627303753198,0.4052929504526646,0.48340114467881534,0.5441310049893184,0.6498736563676064,0.5361970151228046,0.7825147591468671,0.6900588794286289,0.4813857345832846,0.4756023611904455,0.399659516388892,0.32380125737050214,0.3329798393211392,0.3659083793106958,0.2969027974887606,0.27324344786957255,0.2947429451863077,0.27425757263308803,0.23646604160479093,0.17423156502156478,0.10440113371110828,0.2409377214540767,0.2254452016091982,0.23657051571877058,0.20372897059813788,0.2644203515523558,0.2622670742718634,0.34851490516498135,0.28509007714299067,0.25746955865311927,0.2798147001575941,0.25792420618043965,0.2901986578663548,0.2591366190207345,0.24678387355975764,0.31693146342967976,0.27438303274144604,0.23877496846450996,0.3304626325285171,0.2934826369849711,0.26870626586323404,0.22792076983633977,0.31394419718945715,0.20995207508572983,0.19448444121818148,0.22401945314012633,0.13091345345236471,0.2683874234902271,0.18184438527409352,0.16687547750074763,0.1922348919030676,0.2161498161066374,0.14551741904456608,0.1667972268443331,0.14839072766588857,0.1526879500788805,0.12740515022781335,0.15087306040124226,0.15511311705401942,0.10549533984956747,0.10461997309682776,0.06576436855281335,0.08581877704426606,0.12394920775420629,0.0810583446396743,0.12240114511529636,0.03318658764752034,0.07141381537669728,0.07269478914112995,0.09334052348733284,0.08723032381142756,0.05969384992867296,0.1295163593198558,0.08079793968392537,0.09251224463684395,0.08377705025437185,0.10293701770436821
mecklenburg-vorpommern,2021.964383561644,0.12882825212589516,0.1776960688095339,0.1859095346436626,0.2388428796300741,0.3326972362286251,0.37623621646326183,0.5045204117975272,0.4937785941010575,0.49579973440100983,0.629705839005231,0.6439925425644113,0.6050686557304732,0.6114767783597973,0.3900971767849296,0.4070905373869005,0.30869727806241404,0.45241759780500646,0.3359420308202917,0.28926788621982696,0.2352071450348072,0.28735410473038187,0.22492816742693694,0.16245189188982107,0.24256768169881313,0.13427080328059873,0.17087163424170826,0.2341363233926213,0.2092211349521266,0.1859825954341506,0.2809910262629917,0.32992362071850695,0.2919765825979627,0.2560272548742242,0.22061452704319512,0.3115011490387585,0.21563287433934963,0.33792564207298864,0.29282373282344176,0.2753344484146224,0.28889139905025546,0.22613981117882098,0.2531323165738123,0.2920393339932219,0.3425578521923746,0.2637200040119112,0.1822566259935773,0.2413295341559557,0.2532838526679623,0.2554106299590327,0.16792404765769428,0.23782944529617653,0.20116059090146987,0.18651489857758768,0.237301840393886,0.17511853949046424,0.11385896160040203,0.19411385911369014,0.1490269445103401,0.15184307976254288,0.13184139492711025,0.1480934814803091,0.14367670766497628,0.14402085838133558,0.10940861783549269,0.09253829094065841,0.10279633968943998,0.08990768013701472,0.0784647694664643,0.09814375904255063,0.04983467212861658,0.08063648926625316,0.051000602031338736,0.10300996201008454,0.07178352407738173,0.01584681438479691,0.10750144423908846,0.05882966562273267,0.11315021625203625,0.08479790362852982,0.06700875620485675,0.09987344925943807
mecklenburg-vorpommern,2021.9835616438356,0.0686697216887518,0.14534012389467196,0.16263446168101342,0.1715550808331806,0.2511728378893662,0.25293375270508056,0.31474985279524365,0.4075622177198657,0.35678681335538365,0.4141766748290589,0.45503513781527305,0.45666657709904385,0.2868573696823672,0.26211028571951944,0.25127734155523146,0.2860469174223348,0.2296861204317613,0.2162490277406675,0.1368202401025157,0.21240079939851536,0.1692752214749765,0.11937291340900577,0.1476658671411055,0.2197789964250019,0.11933642976478068,0.1319873647562679,0.06059969708801497,0.26393428845189443,0.16824227462384955,0.21473998702723973,0.16470015311661632,0.23550488960462349,0.20762354443015493,0.19759012745054008,0.1803519968363522,0.18276279944820567,0.18058681035954244,0.17261417993779826,0.18972970789802562,0.2468517951856357,0.26472871651998586,0.2292003818949894,0.16257708253470726,0.1465342705504311,0.1789848813816486,0.1822566259935773,0.1627753016721891,0.141935131391887,0.14579379210146207,0.1567090950931976,0.15519656567249085,0.11964393556747538,0.1631613095293763,0.1536840802455996,0.11952927217419133,0.15711070512414518,0.10443239642411145,0.1064071958869623,0.11729338654018102,0.12489266246948451,0.07227300161219152,0.10412498056254413,0.13662211987843115,0.0898555901776534,0.0844853953650918,0.049314176147994666,0.07764193529748235,0.03715166844056288,0.0810583446396743,0.06343187275889689,0.061651332549392125,0.0816260319633473,0.06056846071638294,0.04305822210445517,0.03962869648773163,0.07164293031809112,0.07060671396573766,0.04038327679772796,0.06165653871843941,0.04187165350845935,0.07539743487147914
mecklenburg-vorpommern,2022.0027397260274,0.07726176947768049,0.0887721308530709,0.1316172277730039,0.16408461021700047,0.14760328972787948,0.20948740481110603,0.18162522065256106,0.2785129302863707,0.2400182792396221,0.3282124260747421,0.2595337948912627,0.3016516502080305,0.2796683147707179,0.26211028571951944,0.25868718682585384,0.17294287025287877,0.20587982517762823,0.24614645954759226,0.281639324023905,0.12885431662640923,0.2135233874721455,0.1897192698838214,0.17724733994542266,0.1666407258847627,0.14920946717310782,0.16309349713076718,0.09526280637580314,0.18188091280082513,0.13277977955013776,0.18991759251198176,0.15719937269183049,0.14322305792799692,0.18344118396980502,0.18838322136366487,0.1442294356815877,0.243821532039178,0.15679254627290581,0.20143725985346617,0.18972970789802562,0.18619655976824662,0.19239668918582867,0.15746537630203664,0.17215506043589016,0.1905751940068855,0.20389080364857481,0.16514355717775284,0.20505497237056586,0.17902140689976348,0.12754589483393966,0.14550177533055048,0.10664688641362086,0.11964393556747538,0.13515709638677612,0.12291194856823291,0.10243683093590472,0.15711070512414518,0.10070184537166257,0.095752504972734645,0.09657562577073872,0.09016813071651951,0.07916262637075903,0.07897514150625609,0.07750132569778131,0.0703047050456619,0.10461997309682776,0.11102924927960921,0.08173019544793939,0.03302528498643982,0.0725229493645012,0.08610525022634484,0.07589215401997285,0.040794397574719504,0.03633469136879395,0.06460331404172481,0.04756014305531625,0.023868276995121535,0.04706048866961702,0.03230203081897313,0.07708470689386922,0.04187165350845935,0.0560289742188852
