State,Year,Week,week_start,week_start_num,week_end,week_end_num,Sex,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80+
thuringia,2021,40,2021-10-04,2021.7561643835616,2021-10-10,2021.772602739726,male,0.013116054003940898,0.037458688620085674,0.012195429970057726,0.057116957237259375,0.08205831178822012,0.06434819791457669,0.10550055041006821,0.06836251717721017,0.16139299974115115,0.17737256621564437,0.1649766281462671,0.17248896512616663,0.1772108156734094,0.23998171085133221,0.13876498658259026,0.18154172961114318,0.11149304056391267,0.09015250364495875,0.1166836162338501,0.0686697216887518,0.08251663649123933,0.06904461778876178,0.053150353825698535,0.027093857207901886,0.042959340353967965,0.051833425110400615,0.07869912335255423,0.04607160351848892,0.03837455619598286,0.024685058227776162,0.055024301982406716,0.06285397144675144,0.05450895950714556,0.04691475704480921,0.024841132534752543,0.054404850536288504,0.044031436733791014,0.05821537466825962,0.05101621734136701,0.06334857127269385,0.03649080064528632,0.06765959842724736,0.06305701712186924,0.07327800716273258,0.05882966562273267,0.05287447271664255,0.031630818325326764,0.039550637080620475,0.06427530782242645,0.037599189984796486,0.05416019527521727,0.047138559350907695,0.02682331698690273,0.036829039018782296,0.039384110737078704,0.030506947036964844,0.020955021672638508,0.028482999357174327,0.019670119854168545,0.03138627019029515,0.0334779743681285,0.026521562247068392,0.03561659473314601,0.025767183058360264,0.009776919059188786,0.016164112033149637,0.02612616213506999,0.013438536333678437,0.020440016726415582,0.013922263578133053,0.014208340947757954,0.0038429419984537592,0.008663921724721541,0.02070532166778468,0.016585444689736547,0.03499217093670725,0.037890601432940846,0.03212512125888308,0.02169372454082502,0.024653843422593164,0.030241592082934123
thuringia,2021,41,2021-10-11,2021.7753424657535,2021-10-17,2021.7917808219179,female,0.03507022350120618,0.03970155204008663,0.043625494727648664,0.0781002210763206,0.040102259402673944,0.07224175822762682,0.10171782088528548,0.14442758489175367,0.16921783500049825,0.19505858772230672,0.226656857408614,0.4989654704681836,0.36212760500556845,0.2680424486984103,0.16172161913494354,0.23649738381694524,0.18041461367218906,0.18837278361973875,0.1505080040376367,0.09986823926275969,0.08860023793894838,0.09403337064687806,0.0745329895515354,0.0689456866109666,0.1249864876311101,0.06582164097092119,0.10778803689837853,0.09882104052685299,0.07379874306671984,0.08232393129438673,0.09807603137928692,0.10943467260391651,0.07182518156054393,0.09551286465761812,0.10616750646513032,0.11026843208657142,0.12692557887477796,0.09404899888475723,0.10924186762669924,0.0840114280831492,0.11452602487040205,0.15571812257199352,0.14658120263844468,0.08650110667509554,0.11809600109117374,0.11637612793667022,0.08707927085059092,0.14372363717400008,0.12847377621592163,0.11194641357039774,0.05693475753727567,0.0621198898514465,0.0648323989775692,0.07353837446288515,0.036698947076301024,0.04716458293738316,0.04538459964206915,0.05737203788974646,0.05029791793322435,0.053686504318222444,0.024633033562881032,0.037536744886945014,0.03747950361312576,0.049600448292609234,0.03727655778639877,0.027515278432973966,0.03330626413875032,0.030798318742308393,0.031178145023819544,0.028332116952747597,0.034945339454244696,0.019914612895994433,0.04191849122921623,0.022052675497653,0.03717248331070671,0.04510875973030599,0.030241592082934123,0.025184497659046158,0.017225252659323315,0.036475189696544084,0.05573746110464583
thuringia,2021,41,2021-10-11,2021.7753424657535,2021-10-17,2021.7917808219179,male,0.03280154341396172,0.031214566867818642,0.018291616769384955,0.03997736327011706,0.06563420420079337,0.080448999087704,0.0685499637819632,0.12627920709250548,0.129073258946537,0.1612260827491527,0.1649766281462671,0.31847486436204225,0.2803845614811246,0.1689622051108438,0.21106416799673727,0.18154172961114318,0.16439238075600776,0.19175472228596088,0.09916489450273507,0.10876767464287904,0.08251663649123933,0.09030877457186934,0.10634987875079242,0.05963137829245168,0.11822108499410612,0.0691279284002573,0.03630867320160507,0.032905609141872724,0.11521394283018452,0.08027192565090342,0.08256351083629855,0.09430947020761819,0.07398620926872651,0.07580362498447747,0.04613926348213077,0.08707406213562643,0.06973193432536999,0.09827400479674708,0.06924768763812855,0.08448018690994309,0.05474841093114227,0.07122115132097284,0.08904299356784338,0.08100105543751755,0.05490457549736099,0.07932928015113494,0.07232507396151518,0.0747308733564886,0.08571460536934276,0.07146067971440176,0.06432216572708059,0.037031983098929425,0.03688107588689908,0.046878324202425284,0.0623697888055672,0.05798111308005291,0.01796390254459583,0.03418563463037699,0.03653763351962092,0.019971834837752535,0.02510645993170173,0.05600294619581052,0.03858791402744222,0.01932158920745296,0.04563962274903346,0.03233845345017319,0.019592090401952436,0.04033123642481093,0.02725514147086117,0.024367708581549036,0.031974228286176395,0.023051508591713125,0.02599089436591945,0.015529518672543862,0.022115102003949377,0.02099143635685808,0.03031443448449818,0.03212512125888308,0.03254658326073652,0.05549279957370351,0.0468835288926349
thuringia,2021,42,2021-10-18,2021.7945205479452,2021-10-24,2021.8109589041096,female,0.06314552445914219,0.05955849481171074,0.062333345133294374,0.06607676432702385,0.10318711289284327,0.08336558951013619,0.1639750652104852,0.21679208424907442,0.3163141158831256,0.3389514971023541,0.4601551961867852,0.45340899525327977,0.32111706381958893,0.27972582326641554,0.3359891341682059,0.37120297264539176,0.35520562538409195,0.21881815281070385,0.22592568242748362,0.21870849244001836,0.1655087163023625,0.14699837861580992,0.12428280304538539,0.09403858005898064,0.11872663550067548,0.12513243821901582,0.1293703964269071,0.114041360863271,0.17729951752136258,0.08232393129438673,0.14718610889753653,0.17959016470633066,0.19458361152506587,0.1832272309729324,0.15736106099859745,0.14707659948416424,0.18434397094326185,0.2046738739104717,0.24712870734776143,0.2403891886311873,0.20879301764517008,0.19972506808623028,0.19273072387826146,0.16014113536093436,0.13999548036841408,0.16494011249205737,0.16917088247757667,0.12387623406954308,0.10941903974129678,0.16369859550590632,0.14435979691909,0.08040733469538448,0.08285517437716163,0.13314471147680507,0.09346554785606861,0.08178227726847519,0.12111373418290745,0.0832093394475314,0.07825645578773216,0.07913658676582404,0.06297371623616416,0.09244452430797855,0.0605632546562714,0.06821151901477014,0.05592486220476618,0.05810084664883616,0.03330626413875032,0.0462069235338087,0.04989713199640165,0.025184497659046158,0.054019649156449426,0.04316230836073877,0.04191849122921623,0.03970155204008663,0.055768694574432946,0.022552089646446647,0.04839291103396478,0.04618090042659279,0.05168768010869991,0.050162587271466455,0.09837299178812313
thuringia,2021,42,2021-10-18,2021.7945205479452,2021-10-24,2021.8109589041096,male,0.052494487925045165,0.06869575605280849,0.024393720774768243,0.10285886320464606,0.06016238959266302,0.08581877704426606,0.1847614499880243,0.18425525707804274,0.30166734096888054,0.2743778052308903,0.4965032146494566,0.4377271980416314,0.3205624524047727,0.34943626779106357,0.26675142698341764,0.2872442997322933,0.32340359032367527,0.19175472228596088,0.30978532944552156,0.17758127733617474,0.13209162917082626,0.1914311322187662,0.16493489597212396,0.10304122388671784,0.1558902374968221,0.09795620572961992,0.08476144423435557,0.059246138194162114,0.14726433004829015,0.12354264138660495,0.1156204440841168,0.11004435791200301,0.12076973503849549,0.148103911142268,0.08876692196853395,0.10886147071418921,0.14323348661313856,0.13107506004647126,0.10938256308011789,0.11267077634687635,0.17538985234971308,0.13897354280202798,0.1113262836708109,0.13120538831078793,0.1295163593198558,0.12345403118992722,0.15380403438019405,0.14956408446373523,0.15009601493408709,0.10534944436744323,0.11854943167086825,0.09431988908767103,0.06708165012867968,0.08039171055687414,0.09522113011241334,0.08241767967932735,0.08987121715998578,0.06554048606909141,0.05059460561643705,0.07422054297163459,0.04185083675721903,0.05600294619581052,0.06234896384685358,0.06443670744955138,0.032593412582920846,0.05822578631889698,0.03919156531715321,0.050417633812204245,0.05793426088905629,0.024367708581549036,0.04263667489709784,0.04610803579566305,0.034659147977837125,0.051781373277189374,0.04423440892524707,0.02099143635685808,0.037890601432940846,0.026771290182691698,0.0488301195616166,0.05549279957370351,0.07564219007246917
thuringia,2021,43,2021-10-25,2021.813698630137,2021-10-31,2021.8301369863013,female,0.05612267520981016,0.03970155204008663,0.11850252487582418,0.08411559634614744,0.09171002486828174,0.10561518287323785,0.2036350032515931,0.28368360617995253,0.26535067854382194,0.31014104348965726,0.3783104108144957,0.464793061238358,0.46186024554937766,0.39672513202387044,0.40826974624161627,0.3455153547041053,0.3802223046427597,0.33468072370568724,0.2510892351078831,0.2124477909714086,0.18327419618951804,0.18234533644912274,0.24262514917832192,0.23856078767713582,0.18132778442937425,0.24396259209444282,0.19417649252335642,0.15211427120765314,0.2661764883571059,0.14415121909594608,0.20863639024278552,0.2234867659410915,0.17763345524719945,0.26308760873993464,0.2401645530499278,0.249459007734037,0.2664900904561534,0.31964683329605975,0.33247743488515896,0.20827092813854464,0.21700095364705707,0.27983038433062724,0.297776177282022,0.25559352641687855,0.3023368178425191,0.21841606591544876,0.23596979242983931,0.2729141229479625,0.21429615985735445,0.2414183454454777,0.21669287157893363,0.1719255022050525,0.19835744321207802,0.1577105180888252,0.18374906909553748,0.17945449714163172,0.13323855152903963,0.1464195478469409,0.12023289243575933,0.13573580180211064,0.13151296430965534,0.10690221014643272,0.0807614830941858,0.08062607312748747,0.09635161059220948,0.07646499259837268,0.05450895950714556,0.04928815148572561,0.06861765299973575,0.09765924770093966,0.05720024874130235,0.0630986676147572,0.07242401156888637,0.03528877130508677,0.05112031952807073,0.1015510953369807,0.05444649409961552,0.07559532196607613,0.0689248590185716,0.07754298776175922,0.11516182751462428
thuringia,2021,43,2021-10-25,2021.813698630137,2021-10-31,2021.8301369863013,male,0.05905872512423732,0.06869575605280849,0.10985676167122342,0.11429672090614822,0.08205831178822012,0.1556503198792346,0.22179473691614013,0.27927098508359316,0.28006041941198373,0.2528083443365403,0.4466374451350017,0.4920252529047146,0.38951563367560094,0.31657570293174603,0.30019243014335867,0.35783398417173606,0.33519885031165925,0.3502058274965144,0.15758533915969092,0.19479761125274597,0.22033775603891462,0.18077988005072965,0.20225161474577125,0.13562110291976545,0.17742996169028089,0.14988741410110737,0.19394161762610362,0.19774150177228128,0.18574775754430306,0.22259374376149021,0.1873290198074013,0.1690926283669165,0.2340057368960175,0.17704906563431788,0.16700067879594263,0.20339486524853784,0.13955750466643607,0.16024545624153402,0.21168026726503658,0.17967887061308507,0.1863739942740388,0.1925271712321775,0.21544489678901058,0.16212848411886724,0.18062333700289207,0.17644902956190575,0.21727248511870204,0.17159681832063922,0.17157594957272237,0.16563913089688012,0.19320046379491784,0.1516657630438936,0.14096529683628975,0.13069971647025416,0.108371648651467,0.11603216013173648,0.12586219730329826,0.11118037182802197,0.14629439609542444,0.13138784842959506,0.09212155164515132,0.10320795421283911,0.083146839553955465,0.08055836827637072,0.10764213498354767,0.06469703048440757,0.07187725346142616,0.04369315150860115,0.054524575870755494,0.06268737045932105,0.08174581998862178,0.06533222415891268,0.09970151964457473,0.06732636619170972,0.0829749652339448,0.07000790488484442,0.04547307690483854,0.0964349649645036,0.1031350096293839,0.1048700763796657,0.1066833611558428
thuringia,2021,44,2021-11-01,2021.8328767123287,2021-11-07,2021.849315068493,female,0.08420934796125634,0.19216182232748608,0.1122590869124382,0.13223759970242216,0.18358208032653656,0.18915040127846078,0.2546685995008021,0.2279364383649977,0.3276472732414513,0.3735440774822933,0.4660050602098453,0.44202742097191605,0.36798739866320346,0.30895359580951076,0.329970718615056,0.4033277297195927,0.36771507905505096,0.3407834314218606,0.39601252081060845,0.3064532439832901,0.24253633582766626,0.30032318295922883,0.2301561943036745,0.276327703129395,0.2502688899449283,0.3365700789674371,0.22300630765780602,0.2664900904561534,0.2365339497550044,0.3369730805238335,0.2824758492069012,0.37301509379421316,0.3218757399579162,0.3270716609288114,0.2796421745664215,0.4301449883493274,0.3817047254997832,0.381343283303106,0.3731669796489733,0.401268258092311,0.34434280261040007,0.42030968865600965,0.3440653722776513,0.3990988265791913,0.35510091264636834,0.34990742544253306,0.36981511909327164,0.4373548783939215,0.3241675323409717,0.3019497754738507,0.33492146875929385,0.28563385306549066,0.2598212266896519,0.26311374062362974,0.20718499875523774,0.2520454499441433,0.25162743036615354,0.1981956273814846,0.22671430730705347,0.2207450799150253,0.21113204298205812,0.19953714803296238,0.2310859084748472,0.17069946972286276,0.15549385246412661,0.11320754088438444,0.08785016641769412,0.09862306502672175,0.12795249250264154,0.1260446386745883,0.0890013222891257,0.11961787568316057,0.13349400586254134,0.10152504451834261,0.06972152037067039,0.12414727970023223,0.13925509502509958,0.12184343687117581,0.10342157822446213,0.1140726293725758,0.1910188187603706
thuringia,2021,44,2021-11-01,2021.8328767123287,2021-11-07,2021.849315068493,male,0.07218968596173472,0.1312262408633916,0.11596962077529248,0.12001919934965004,0.15876411935093726,0.2201915379898445,0.2906379042049106,0.28455676397312907,0.25846769809590586,0.3877815212139346,0.3802275428045993,0.32930088587497713,0.38376342243938055,0.3768333245383188,0.33365495292576886,0.2931218074813895,0.25267248561193,0.4069123481523527,0.29806382054483627,0.3327443366373856,0.3197985633481695,0.22873553958706544,0.15427863823466784,0.1954082982450077,0.1720454984265768,0.23656006829792708,0.24861778859929964,0.2043502034391389,0.21784166145838654,0.210202685496787,0.2812472074768143,0.19667145136393657,0.2809335163680428,0.21687563190759346,0.21685474498037918,0.30174579484416186,0.22789465563239372,0.2369048342940342,0.3288351478832891,0.28566522492682234,0.2596435413904117,0.3463476733513009,0.21916802315833595,0.27049391012943774,0.27510966182239477,0.28703514799642893,0.2944396317078012,0.33933881497840407,0.2704886830098314,0.24110489451244968,0.24416634618314828,0.2597898704162557,0.19813298913063188,0.2550030344529518,0.2037916155901745,0.158842357919893,0.14687322547118387,0.20830225336112285,0.19421302871383136,0.16857615419004382,0.17041253012480165,0.1888790166134782,0.16047496291552932,0.19031945910401515,0.1566465067963046,0.13595477309822301,0.10458349980191982,0.12108767356199625,0.09204341339905427,0.10103529155703013,0.09597651757033565,0.14615360073501718,0.12140561402944937,0.15030983165634768,0.14390614122280404,0.10504202308440022,0.13654391473460878,0.11252486073140158,0.11944066881619454,0.12339669526077442,0.15138935877657686
thuringia,2021,45,2021-11-08,2021.8520547945207,2021-11-14,2021.868493150685,female,0.07016411528463071,0.19880113436309138,0.21224416112888964,0.216567550581955,0.19507946589645478,0.35103298600168703,0.3625674593541629,0.3339061602254362,0.34465164189161696,0.4890226621800939,0.5245504296010427,0.45340899525327977,0.28013361260582315,0.39672513202387044,0.46858130770691464,0.583592998543946,0.5117668793582866,0.4141032927181236,0.48442462502375866,0.4069123481523527,0.37908563600353146,0.30032318295922883,0.2862978948365815,0.36456255971741397,0.3193067503047398,0.36305968172710595,0.39631642733960465,0.4193870694133483,0.4369458542482841,0.4267422674922648,0.4304648240997564,0.4435273384725256,0.466524496988224,0.49539550005634037,0.4101355713251509,0.4712941136013938,0.46828747262326464,0.4225167022353946,0.47095828469330675,0.44156591659876415,0.4637594740435012,0.3962011522402176,0.4072530045740932,0.4688226734820162,0.4035111471788915,0.437753417835613,0.43686719612758756,0.4124050499375937,0.29070065398473505,0.42756015849499684,0.3120138134389456,0.3076720197082457,0.33946966626415725,0.2666312120177494,0.3647982065470638,0.2962804579638245,0.24251021428281413,0.3076667888501028,0.31374540097298365,0.30589878894408773,0.27711709277548385,0.2604222255839884,0.24266694374876635,0.20490879728855393,0.19288208405470805,0.17757084176025256,0.12728004423105221,0.17271852584447614,0.17484201053291076,0.18602434450337837,0.11127938339097912,0.15289134683478992,0.14495424830504638,0.11920091931032555,0.1488496373942579,0.15805476169774957,0.13925509502509958,0.14708702894216866,0.12499691265951858,0.17806131609248665,0.20829703248937975
thuringia,2021,45,2021-11-08,2021.8520547945207,2021-11-14,2021.868493150685,male,0.10503681256984511,0.19383200970377923,0.23219845345920878,0.25752704260371456,0.2740327906959471,0.24710780826521048,0.3914174609604547,0.39564049971886883,0.41524596876547604,0.4418700894754627,0.4244931335642483,0.3997538386331837,0.378017085378388,0.39327744197292525,0.3392341341868733,0.36371947647173836,0.5124915816582519,0.5375735543835595,0.46243210539387664,0.40761986783176646,0.36405985004986324,0.31410637361316207,0.2662862488766393,0.277043903827461,0.2582795656361827,0.27126752962426026,0.19394161762610362,0.28366792084466685,0.27565856102565783,0.34666699410411617,0.33103304916966964,0.34268871157868025,0.2848443341205126,0.3510696325689514,0.3559700347575435,0.4002830943995147,0.37175812443791545,0.3100154970785816,0.3178418028450425,0.32812346642513884,0.24864913813659342,0.3427619929788564,0.41683422534403664,0.37519915031289064,0.4092655434332361,0.38011230336595886,0.3535250114101127,0.33933881497840407,0.27479078018412983,0.2977814071453232,0.34623774370979454,0.30039117455342085,0.2823189997100273,0.3189457415630026,0.24003395141390027,0.23231858884857887,0.28813843288847074,0.22546086939194088,0.250645097585019,0.24876931153797005,0.23761526840324357,0.2332431183056501,0.24090115241920015,0.19355016182154064,0.20242388376110798,0.16837791293906915,0.1504037026901864,0.12445481395364001,0.1842500386200988,0.19178603756061352,0.16362034962997873,0.1577105180888252,0.19090399787292225,0.13993291218513562,0.14390614122280404,0.1120558490262473,0.1897401459143251,0.16082444093289827,0.12487702495900868,0.19139459798285174,0.19461492850337006
thuringia,2021,46,2021-11-15,2021.8712328767124,2021-11-21,2021.8876712328768,female,0.15449247215602296,0.18552335788489868,0.18722986333492495,0.21053683459033648,0.3044132970337193,0.35103298600168703,0.4649976824593014,0.47366596701593416,0.5946794946156161,0.5121502351137951,0.6535806266844545,0.5046674315377531,0.5617897909658958,0.6079885151510365,0.6136129947355816,0.6610374923871624,0.5745225528592166,0.5120189485779504,0.4402024048782857,0.5075659055783605,0.5100391878041892,0.44817945569376955,0.39250200518264783,0.4213581394842569,0.3570014816543461,0.4160794042874206,0.43249399182311576,0.450020487369706,0.4295105658787011,0.5166614418568515,0.4984352093645619,0.6202326658212697,0.5902141082603048,0.5194870535591501,0.5250757043045684,0.512481078654241,0.46828747262326464,0.5627464797713537,0.5035962972339567,0.5828515288208969,0.6041059272145745,0.5450505854080396,0.47895579971500507,0.5648438975913082,0.496056976074665,0.4524071069277822,0.5091779891364062,0.5072718501234625,0.46303020406967155,0.47094254276645225,0.4687282258713766,0.4069542749761322,0.4192402905885744,0.44279310771689456,0.3748744166795828,0.4197015968615624,0.31244278141282755,0.35960375078645046,0.32217398119492974,0.31442026490234515,0.29912549945287925,0.3126624980869699,0.3093093041640699,0.2609343866453832,0.24901488413484027,0.21131478376751972,0.1910396953126006,0.13565759799124957,0.15608321551422583,0.1702351500742932,0.17178463742876518,0.18952094801204014,0.20228293634247485,0.14130421545827096,0.1861287173230934,0.22028031318488975,0.18171393003095337,0.18498062782826236,0.17680383266374378,0.20550916185442422,0.26516774776458074
thuringia,2021,46,2021-11-15,2021.8712328767124,2021-11-21,2021.8876712328768,male,0.1905386603723322,0.18130691177584124,0.15875890345052263,0.30344042744156996,0.3180092233230814,0.5332811839826116,0.43390973712941255,0.5441204955928061,0.5833668754511725,0.6261900377871451,0.5908189379059485,0.7097809599338184,0.5276916513388592,0.46460418082599353,0.5292833461590827,0.6707498727426804,0.48881794639862886,0.526199809997617,0.49184152296793276,0.3788080202494217,0.44716193339080396,0.46918997137635027,0.389237962232748,0.39701332315545373,0.4311779076091843,0.3060034026499289,0.33378055642390464,0.2968975677138242,0.3335398166523241,0.35288105222499083,0.43630610498480854,0.45742198754478985,0.4298199114057075,0.42011572756990917,0.45607904322807363,0.41124147116273946,0.40132066093919794,0.4528739530127817,0.4205508304746197,0.42731898416961545,0.4395940804138226,0.4216359824970066,0.41309691993096087,0.42569370810192514,0.38951563367560094,0.38898648748853376,0.35807483644239957,0.41898342864213756,0.2877096653628213,0.430255095516775,0.36667818283105214,0.3647458404926378,0.38351721266210337,0.39983244063411794,0.4249230304313479,0.35194392261731217,0.33932834688976804,0.308472347202752,0.32126879816173587,0.2975199146244596,0.304904969235225,0.24212361695316761,0.2468622446744148,0.24205047724114506,0.23514446218471263,0.16837791293906915,0.1831541740536623,0.17499331864825987,0.20134329664809517,0.1952778089689417,0.21708972339525043,0.20395866927122763,0.17786825649471502,0.18146345688155846,0.18272105299748068,0.19625387668983788,0.2049505615557709,0.15545734346834122,0.17382460532853222,0.21613937278775033,0.2386391463994538
thuringia,2021,47,2021-11-22,2021.890410958904,2021-11-28,2021.9068493150685,female,0.19670276959967284,0.13908303515207754,0.23727049769685407,0.4340408266075115,0.4486252835944227,0.5190301133786683,0.7391354879361133,0.8613718143041095,0.868816238380564,1.0878349672598444,1.0840438159124146,1.1410198590359573,1.05244040704522,0.7670025528933023,0.8562332455718752,0.952501829624372,0.8768117216154022,0.8500221762496184,0.5350149017111,0.6336587676558714,0.6234007238949457,0.5252280349610894,0.5051925054318139,0.6301584893682565,0.5648123568471863,0.5887730642355484,0.5992452095146564,0.4883402793760479,0.5709841934924451,0.5582207611228943,0.7339246009754239,0.7620316033725999,0.9028901929683162,0.8013742066986046,0.7876249304690269,0.8514334775057544,0.8119051046335948,0.8609541544710593,0.921534000589376,0.8706510719393179,0.7821557990469673,0.8480982167635434,0.7497909511198412,0.704831290138684,0.681644223435225,0.687461097686036,0.6955763028080321,0.6223429288884381,0.6070783431850687,0.6013125371646661,0.614396997636045,0.6319586030598264,0.6228481417295894,0.5240304128712069,0.4757440514002436,0.4926236920566939,0.4708953170144934,0.45206615457017835,0.3868490012631072,0.4481322506104291,0.4341614292192343,0.38821111468290803,0.40216959441614974,0.34508087919310665,0.2521342795373803,0.195972015680443,0.21838473459963703,0.2376361636710386,0.1717168137836876,0.22078163477787796,0.18453183609863077,0.23284091985516395,0.18316461075013105,0.20324347446872668,0.20011657037839956,0.26558064957933303,0.19384766796425523,0.18498062782826236,0.21137221671843903,0.2696105343755184,0.27973627936337603
thuringia,2021,47,2021-11-22,2021.890410958904,2021-11-28,2021.9068493150685,male,0.20370286854039937,0.3255489354432979,0.34868765941385976,0.4126566379609978,0.4171015604290595,0.5386979302832376,0.6522273412685945,0.8263370603169631,0.8447525995986298,1.0186819705352068,1.1771981715667277,0.9942308718733025,1.0374999668875438,0.8503657479344551,0.8044001691341967,0.7655882641111966,0.7974243496525664,0.6286637054736381,0.6037376751180915,0.6908124184959096,0.45825085329912363,0.5281381614707257,0.5607805559193281,0.4516307878864663,0.3933088788434582,0.39293687709367614,0.48010515000362425,0.3697313253475457,0.53986436461962,0.43991921846639553,0.6307795741856149,0.46930540839324547,0.5633930431620939,0.5876581232680121,0.5922547790643391,0.6602896511154485,0.5827410980645961,0.5961312222444186,0.5602654330813313,0.5978091753238843,0.4727161631702867,0.6229323443469977,0.6077570248166674,0.6788835434286784,0.5398065677075627,0.6023909468018416,0.494702534204891,0.5386821678362496,0.5467163810623331,0.5972726452532122,0.5578265534088875,0.48690205571542,0.4308108781110028,0.46395884459354514,0.4447703098822737,0.4379946405605298,0.4358289200852879,0.4863876642099845,0.33540296221026816,0.32621871985443324,0.36104369409909365,0.39328268145002465,0.37521486328206577,0.3327024696052727,0.29409971353254005,0.2917726410863335,0.21593050685046045,0.26271131107078827,0.290324156441622,0.20575975085403084,0.2206563039265203,0.2927191456290948,0.19090399787292225,0.22822891843326787,0.21600883147862995,0.23137840625826583,0.1517387757371667,0.19842008173330478,0.20103530733195035,0.2532838526679623,0.2523067138868476
thuringia,2021,48,2021-11-29,2021.9095890410958,2021-12-05,2021.9260273972602,female,0.1755933379231302,0.33841763124520113,0.3688619732032041,0.4340408266075115,0.5411306585420469,0.6931943060976591,0.9571891140647854,1.1498068965307373,1.1789588110354068,1.4339705424776414,1.404776859486107,1.3664699921295451,1.0940320240532602,1.1221112355854206,1.0755651682381366,0.9135475149433779,0.9400097645277086,0.7576204155618498,0.7505717342770147,0.7727128711652492,0.6413233576326076,0.6142759762826058,0.5051925054318139,0.5414721953779784,0.6911654790183801,0.6553446897329671,0.4831859539385137,0.780471886949916,0.5859016138267101,0.8082502083417027,0.8396262420981195,0.8552975731999093,0.8384900560196621,0.9590906301390414,0.8394941261623258,0.92613379913488,0.8617736168031358,0.9773889930335442,0.921534000589376,1.04164847964731,0.956654159679782,0.9089170794132607,0.9751477067900424,0.8012897146375554,0.8101779756719852,0.667831754385315,0.7994203629067607,0.7175938575558031,0.6985117895486292,0.701484336364667,0.6220745365630161,0.6023962073914689,0.444649682663094,0.5735393590130243,0.49257644661008887,0.4704178145983458,0.4708953170144934,0.4318228371456534,0.47978500878622327,0.5222445364264093,0.43140336987110606,0.43766951454141795,0.42541584340741234,0.32637046908380185,0.21158628554890133,0.25122508969604923,0.25791375446851,0.27785944364104187,0.240561584037736,0.2713773008903952,0.19409298132723277,0.24617780759501673,0.1908100536990499,0.15899361948700355,0.17680905037448327,0.1806755179664753,0.21206141707734982,0.2355414548447701,0.20273188130174666,0.21466166431023337,0.2469615149225437
thuringia,2021,48,2021-11-29,2021.9095890410958,2021-12-05,2021.9260273972602,male,0.26958439922674016,0.30670955066932787,0.330274239416097,0.45294738985709193,0.5108583900171834,0.7014000064534835,0.8232622742526585,1.0189099945546247,1.1513805336917573,1.3040048561318751,1.402330101337467,1.4625816075969023,1.1890876352080102,1.0665358933549731,0.8776367223934346,0.8903201124090199,0.9166117669909061,0.7770250519873951,0.8637985371717943,0.6618432770622931,0.6304427137030391,0.5495909236604667,0.6306321974559711,0.5172549126179972,0.4582456072717883,0.5265149841798452,0.5350832008656394,0.6088145231522255,0.43659975940719936,0.4834956189436591,0.6307795741856149,0.6280110668266309,0.6578882053863593,0.6716348218611685,0.7935803918364667,0.667636867837594,0.7387557295452168,0.7914473290481905,0.6560766618189995,0.6939584303233968,0.7495377266676095,0.7130493707745427,0.7241529586772505,0.7413982725095536,0.7660579303736391,0.7362188036665739,0.691160209440718,0.6809066228256812,0.6636918890867585,0.6619486093151578,0.5680874395859089,0.5889150631504313,0.5966782605599646,0.44032302178130317,0.5043628911085489,0.5118666566116279,0.48414644632109394,0.47201300464839147,0.40897204333164233,0.47282111301888863,0.4425571071757086,0.39921934817772553,0.4140823264197341,0.39106642975338474,0.27771829160416095,0.2560220292086316,0.25200887309691766,0.2795951222318103,0.2116019491564597,0.2896966665940777,0.20639144931620917,0.28499596265674326,0.19090399787292225,0.197047271437668,0.2326633267242418,0.26652145077007333,0.28867701174118193,0.262936044073456,0.2173664771123141,0.20995207508572983,0.24699286346132593
