State,week_end_num,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80+
saxony-anhalt,2021.3890410958904,0.01350095249946718,0.01945163768302315,0.012507504087659016,0.011841748234208584,0.011482867755258098,0.016933956997830492,0.01697557056384844,0.02840495667953669,0.02303069937322874,0.04013348348268534,0.04124195047018165,0.034206448313292746,0.01173252347841739,0.022676943933088355,0.01774022576753822,0.050584195493633334,0.030309231452433975,0.06800324640675302,0.03810395727872194,0.0750277004758727,0.07739196293865475,0.046982418105538305,0.030652632685556156,0.0860739985297875,0.030970020690342243,0.026136567362656626,0.04249615992071718,0.029435129455634618,0.0142811608931431,0.04676902582842347,0.03003867450234462,0.042792803093959116,0.03651161525089567,0.04282402878958494,0.05009492207266509,0.027843052858136163,0.048882168440720464,0.02020072323444674,0.052707903699061254,0.03279634013302989,0.029086533352894357,0.04861671970197451,0.034164820955792194,0.029835757713583645,0.048814504908041616,0.049548398694545734,0.020975830060500255,0.04506191913590638,0.024352101271867984,0.016845528280604895,0.021407605987602208,0.02076774655658965,0.010068174630755202,0.02935188241272826,0.015493107813001068,0.04179359073428013,0.03957145291105434,0.032385282584923604,0.0447964898979397,0.028914837623944253,0.021204722876538334,0.024742285419274965,0.03873882619291077,0.044650764617917955,0.02692216805830875,0.03519510784809772,0.011675310602655163,0.008970773751483732,0.023530122915212774,0.027036627428381574,0.009324435960666313,0.019212348739321247,0.01074430992543354,0.03002826849391505,0.026511156942443794,0.016564638058662623,0.027088654498067428,0.027499670178551053,0.02335324319552363,0.011846949418775633,0.02083537360402634
saxony-anhalt,2021.4082191780822,0.0067500380869473355,0.00648480433595298,0.006255976304517954,0.005923137329074769,0.011482867755258098,0.005642306100639183,-0,-0,0.028789968358959313,0.028665099393831998,0.011779334059947808,0.017100411461730233,0.01173252347841739,0.022676943933088355,0.023654979550180276,0.025283345615132038,0.030309231452433975,0.02471627305169694,0.04445819969569323,0.024997207310182054,0.053566780913322246,0.017615383333597048,0.006131161439069603,0.030725475662914902,0.018577718178029532,-0,0.01416152817957697,0.00735852062761398,0.028571447866759088,0.026719263430534244,0.024029551253850073,0.017116016595036396,0.024336493966865543,0.02335324319552363,0.011555683884026953,0.027843052858136163,0.012216234852964341,0.04444779080129266,0.020268349544467497,0.03279634013302989,0.020772948634042315,0.02025274346511595,0.017079604624602954,0.012783171116096892,0.008871956799435624,0.009906943666346611,0.010489457897392838,0.015014567457114875,0.01948284936555682,0.012632334259115106,0.01783905957364158,0.013844242750473737,0.010068174630755202,0.013043235690132871,0.01239307669374335,0.01193536963605799,0.014130319690867144,0.010791119617384493,0.010536267359929925,0.010515463149157066,0.010603881102422153,0.013745416536820583,0.008299862346636568,0.011904162483377698,0.008970773751483732,0.005865930844721004,0.00875753740534499,0.01196657680746688,-0,0.003005686865187052,0.012429485382675126,0.006401594026198965,0.0035829234331317228,0.008575507069992844,0.017672602745281225,-0,0.010832728267824117,0.015711573352663797,-0,0.0039469497886402685,0.008331067336315315
saxony-anhalt,2021.427397260274,0.0067500380869473355,0.01945163768302315,0.006255976304517954,-0,0.011482867755258098,0.005642306100639183,0.005657907795766694,0.017043192679666256,0.017272068185691096,0.011462063165765058,-0,0.005699512338984012,0.005865930844721004,0.005668308928450343,0.0473155199957806,0.012642736786929665,0.012122612945435263,0.0061779669785036575,0.03810395727872194,0.018744177903784062,0.01189896129308804,0.023488504103508688,0.02452378193602447,0.0061415626664147295,0.006193568834347745,-0,0.007077681647160509,0.00735852062761398,0.02142841455657151,0.006677228687257503,0.01201338759969349,0.025673536750258193,0.012169423878127056,-0,0.026968992315613713,0.015909233441330897,0.012216234852964341,-0,0.020268349544467497,0.0040977614539241345,0.008310264007782153,0.012148619013949211,-0,0.008523498519785691,0.013308502895578911,0.014858522641044869,0.015732379642405783,0.020023854839438908,-0,0.004212170595212086,0.003567322360554648,0.017308480290899406,0.0033541081711525736,0.003260502217811224,0.009293230374865555,0.0029848856670374397,0.014130319690867144,0.008091829560669015,0.002636466834996906,0.010515463149157066,0.013251288285829547,0.005496690505210404,0.01106677754689829,0.014879328589460348,0.008970773751483732,0.002932882708067575,0.00875753740534499,0.008970773751483732,0.008825148835062024,0.003005686865187052,0.009324435960666313,0.003203298662611505,0.0035829234331317228,-0,0.013256489611384628,0.005522693260200158,-0,0.007857793671261137,-0,0.007899399974617293,0.005834727334325187
saxony-anhalt,2021.4465753424658,0.0067500380869473355,0.00648480433595298,-0,0.005923137329074769,-0,-0,-0,0.017043192679666256,0.0057567186402568615,0.017199244051776783,0.005891933784351191,-0,-0,0.005668308928450343,-0,0.025283345615132038,-0,0.0061779669785036575,-0,0.006245575054287377,-0,0.005871131431604497,0.012257844643743538,0.0061415626664147295,0.006193568834347745,0.00653161019370454,0.007077681647160509,0.014718082706948372,0.02142841455657151,-0,0.006006346873211892,0.00427977611520186,-0,0.011675310602655163,0.011555683884026953,0.003978152166262342,0.024435340310973965,0.008081427943217201,0.004050957786852583,0.0040977614539241345,0.0041549659931030825,-0,0.004269375260251284,0.0042589744073810495,-0,-0,-0,0.01001096358616428,-0,0.012632334259115106,-0,0.006921660646735023,0.0033541081711525736,0.009782120037235744,0.006193568834347745,-0,0.0028236766635127155,0.005397880154826218,0.0052678668219580125,0.007883797606960438,0.005299069992201008,0.005496690505210404,0.002766473588848688,0.0029744850710829926,-0,0.002932882708067575,0.002917281830520651,0.0029900859657976397,-0,0.006006346873211892,-0,-0,0.007160893038802436,-0,-0,-0,0.005418682318251812,0.003926148213960467,-0,-0,0.002917281830520651
saxony-anhalt,2021.4657534246576,-0,0.012965216181355332,-0,-0,-0,-0,0.011316431272381898,-0,-0,-0,-0,-0,0.005865930844721004,-0,-0,-0,0.006058352905907412,0.0061779669785036575,0.006349587650215769,-0,-0,-0,-0,-0,-0,0.00653161019370454,0.01416152817957697,0.00735852062761398,-0,0.006677228687257503,0.01201338759969349,-0,0.004056158192227219,-0,-0,-0,0.004071759411460064,0.00404055697766933,-0,-0,-0,-0,-0,-0,-0,0.004950635653994315,-0,-0,0.004867427799176182,0.008424682417701872,0.003567322360554648,-0,0.0033541081711525736,-0,-0,0.0029848856670374397,0.0028236766635127155,0.002698870036282934,-0,0.0026260663087299776,-0,-0,-0,0.0029744850710829926,-0,-0,0.002917281830520651,-0,-0,-0,-0,-0,0.007160893038802436,-0,0.004420187860645602,-0,-0,-0,-0,0.0039469497886402685,8.320066560718302e-4
saxony-anhalt,2021.4849315068493,-0,-0,-0,-0,0.005741116915482853,-0,-0,-0,-0,-0,0.005891933784351191,0.005699512338984012,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.008195845849617116,-0,0.004050957786852583,-0,0.0042589744073810495,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.003260502217811224,-0,0.0029848856670374397,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.002932882708067575,-0,-0,0.0029432832957010753,-0,-0,-0,-0,-0,-0,-0,0.005418682318251812,-0,-0,-0,4.1600166400929074e-4
saxony-anhalt,2021.504109589041,-0,-0,-0,-0,-0,0.005642306100639183,-0,-0,0.0057567186402568615,-0,0.005891933784351191,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.007140090178408533,-0,0.006006346873211892,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.004435789189096282,-0,0.0052418641943946355,-0,-0,-0,-0,-0,0.0033541081711525736,-0,-0,-0,-0,0.002698870036282934,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.0035829234331317228,-0,-0,-0,-0,-0,-0,-0,-0
saxony-anhalt,2021.5232876712328,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.011399649447227923,-0,-0,-0,-0,-0,-0,-0,-0,0.005949140297311455,0.005871131431604497,-0,-0,-0,-0,0.007077681647160509,-0,-0,-0,-0,0.00427977611520186,-0,-0,-0,0.003978152166262342,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.005002640630872101,-0,-0,0.003567322360554648,0.003463315329682109,-0,-0,0.003099292359832304,0.0029848856670374397,-0,-0,-0,0.0026260663087299776,-0,-0,-0,-0,0.0029900859657976397,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.003926148213960467,-0,-0,-0
saxony-anhalt,2021.5424657534247,0.0067500380869473355,0.00648480433595298,-0,-0,-0,-0,0.005657907795766694,-0,0.0057567186402568615,0.005730715768236012,0.005891933784351191,-0,-0,0.011337235803609399,-0,-0,-0,0.0061779669785036575,0.006349587650215769,0.006245575054287377,0.005949140297311455,0.005871131431604497,-0,-0,0.006193568834347745,-0,-0,-0,0.007140090178408533,0.006677228687257503,0.01201338759969349,-0,-0,0.007784982720497809,-0,0.003978152166262342,0.008143837679132033,0.00404055697766933,-0,-0,0.0041549659931030825,-0,0.008539101079383155,-0,-0,-0,0.0052418641943946355,-0,-0,-0,-0,0.013844242750473737,-0,0.003260502217811224,-0,-0,-0,-0,-0,-0,-0,0.0027508727612272207,-0,-0,0.0029900859657976397,0.002932882708067575,-0,-0,-0,-0,-0,-0,-0,0.004290176972232778,-0,-0,-0,-0,-0,0.0039469497886402685,-0
saxony-anhalt,2021.5616438356165,-0,0.00648480433595298,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.005699512338984012,0.005865930844721004,0.01700678076022049,0.005912736145419771,0.012642736786929665,0.012122612945435263,-0,-0,0.018744177903784062,0.005949140297311455,0.011742925826227591,0.006131161439069603,-0,-0,-0,-0,-0,-0,0.006677228687257503,-0,-0,-0,-0,-0,0.003978152166262342,0.004071759411460064,-0,0.004050957786852583,-0,-0,-0,-0,-0,-0,-0,-0,0.01001096358616428,-0,-0,0.003567322360554648,0.003463315329682109,-0,-0,-0,-0,-0,0.002698870036282934,-0,-0,-0,-0,-0,0.0029744850710829926,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
