State,Year,Week,week_start,week_start_num,week_end,week_end_num,Sex,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80+
berlin,2021,40,2021-10-04,2021.7561643835616,2021-10-10,2021.772602739726,female,0.016871536711235546,0.031266598117788875,0.025585093169684187,0.022593707708681084,0.04794009179126749,0.05022504753312871,0.06265092656447374,0.06236458256510981,0.10383840809104615,0.09751337420271355,0.07617857252036499,0.12386580926580726,0.08289163243479368,0.06332774592199385,0.10017562996009427,0.1021971598143796,0.08739700344986188,0.08650631533266298,0.08619379680191841,0.057804116135553286,0.04651399718249179,0.06465017224195665,0.06581122779930011,0.046368267089239024,0.07606921254312198,0.052494487925045165,0.05011053711073083,0.052005196529690705,0.0662642026923929,0.05036558339617555,0.04343293360212402,0.05681502665345942,0.06908627307782816,0.053717736556139324,0.03841618692362413,0.06324965093115235,0.07093996722349269,0.07425699497588463,0.05735121493243541,0.056044591038978846,0.05683064370963065,0.037380632470395025,0.06317155605759583,0.06418159213978508,0.054196633219874876,0.04910077430186073,0.049590038368828596,0.0380363077694295,0.03369131210964485,0.042865663079587384,0.04370876462439663,0.02941952062494109,0.032858779538540515,0.022905844237202794,0.03325943417459352,0.03551252357970115,0.0291229537319156,0.037989473545315997,0.023067115511044147,0.026235417128571262,0.037989473545315997,0.018036727749395545,0.0279991366439112,0.030611008172879445,0.015940442997697955,0.00810743199074506,0.013563368740169038,0.016356572205819715,0.01942042601922349,0.019519263018854288,0.00550709160564713,0.01058307686459831,0.022968271767745563,0.019061493232041562,-0,0.02256249415888399,0.011893760103312842,0.009220417414162218,0.008731533032711871,0.009386847188447992,0.011618097789846972
berlin,2021,40,2021-10-04,2021.7561643835616,2021-10-10,2021.772602739726,male,0.013282496246981336,0.01877538916167991,0.02145442527949567,0.026963789618278017,0.03185455486054549,0.04024276791037024,0.09207987789928945,0.09197048447530654,0.08012089290188398,0.14559563768522074,0.12190077108770878,0.14475609708799064,0.1230943795888864,0.08397496924040178,0.07671496050113384,0.07122115132097284,0.0751058131573207,0.08506353712912064,0.052145737203879765,0.08225101600072228,0.07189287504185603,0.04748207174107489,0.04257942800903541,0.03992532330342692,0.07353316710410306,0.0510942939618579,0.03664170672471641,0.05043845399320628,0.06869575605280849,0.0394153343858712,0.0609537106112114,0.06005306329345557,0.049610858218473844,0.04650358787657199,0.04125235872288552,0.0461444680983624,0.049282946554831286,0.04583219204633404,0.039035447932492855,0.03898340890842721,0.06076108530702727,0.06576436855281335,0.03852026388854272,0.042215131107054105,0.06134416949802251,0.04165307803606929,0.06708685684143714,0.05443608320566157,0.05394677354070843,0.0318129293857595,0.05782493927422557,0.024305279370919582,0.031667240486388824,0.026297848656494666,0.028332116952747597,0.027619333582200315,0.015212224896366868,0.030298825389861624,0.02676608750513643,0.022297179742036412,0.03476321742337538,0.02916457705346386,0.009516870820243991,0.029206200408329476,0.019638908059230343,0.005798323262531595,0.021085074233381854,0.006271578183767644,0.026084541245550118,0.03044971350096989,0.006734436064147517,0.003307305173422107,0.014192736687016995,0.019508859115309377,0.008492293414629589,0.005397880154826218,0.0050338436419635705,0.007748577283341836,0.014972955460375015,0.00821144831090872,0.018119956679774157
berlin,2021,41,2021-10-11,2021.7753424657535,2021-10-17,2021.7917808219179,female,0.03093880211216547,0.02557989061080834,0.036959131286718475,0.025418611543743832,0.05922531448637019,0.05022504753312871,0.09250703537764893,0.09803956267407157,0.09124120086320534,0.12270345675689866,0.10933566455334946,0.14671156977184835,0.10280154997949958,0.08000631662628642,0.07597547560282895,0.0916162597291217,0.07281976388081463,0.06847186094786732,0.08619379680191841,0.09183504531683653,0.040310420290224414,0.08152707684625352,0.08952221567337101,0.073231141187157,0.062635307760211,0.050396813639544125,0.05011053711073083,0.07899597312448685,0.07363210701008287,0.07196577581259352,0.06776894071984013,0.08601670380154981,0.05832990293992145,0.07522037863569524,0.056034179825060024,0.06158365239916939,0.0553574553915423,0.06519685436457569,0.04624335590579099,0.05791343770660666,0.06062052134619392,0.0531243272434509,0.05474320545367557,0.04868438297729126,0.04741961477407348,0.06782100855902352,0.0371880944687795,0.04818471778899431,0.06221360181850746,0.060526812250061485,0.02760372529654431,0.04752891451555286,0.037240131696213506,0.0374899111127703,0.03741705865900149,0.027619333582200315,0.02523652287566438,0.03418563463037699,0.02883159141397068,0.024216838117497246,0.01477009745312464,0.015784395403182796,0.020996638456688716,0.028061570289404557,0.010624685348569389,0.029726495155305607,0.010848331520319662,0.016356572205819715,0.01942042601922349,0.019519263018854288,0.01101996760680905,0.01058307686459831,0.017225252659323315,0.015883225492003324,0.01013578776460552,0.02256249415888399,0.02379024124304235,0.030741084885621703,0.014556837324433585,0.01251270533882302,0.021787363681988747
berlin,2021,41,2021-10-11,2021.7753424657535,2021-10-17,2021.7917808219179,male,0.03985767142458456,0.034872490565353256,0.032187559858427126,0.040450929360391366,0.05575307783719148,0.04829922397057983,0.058574577819914195,0.0775898576236303,0.06824275997792192,0.10692826365904282,0.11251443820310636,0.15401265092553262,0.11993059515685785,0.09331447678168474,0.07032032615368167,0.0678262153458128,0.0682740009598429,0.0646345528371858,0.06953927650103948,0.055914451014818935,0.05000123194276317,0.058663077528110105,0.061219222335250546,0.06739405381672953,0.0467794351874785,0.06174504367203831,0.06108386324771678,0.052374767264576905,0.05383746030859666,0.053754174190748384,0.05587280627587468,0.09011083147710303,0.049610858218473844,0.06451480422316777,0.055013890972763727,0.0365948737566443,0.05585718950737194,0.061115099928952456,0.06389523971153373,0.05493580846688451,0.06997145585907838,0.05448813769629809,0.050693501887011626,0.0675606698844453,0.05915243157476785,0.048595900250366045,0.023946312864308178,0.04700844161387242,0.04623815127966179,0.05385307647054102,0.026682844734998726,0.028727533838911377,0.04011787144033314,0.03438856839416482,0.03845781768459461,0.02367058665063396,0.03613695362468125,0.0359860490100556,0.04206420885248601,0.028378942479687842,0.030413292192685314,0.024679855758947315,0.01904068561020909,0.026547575517742065,0.019638908059230343,0.02319197103429321,0.027109465340516947,0.018817004201356447,0.013043235690132871,0.016913150227306765,0.013464543060316143,0.023145150177944288,0.007098484482587577,0.031214566867818642,0.012736359630900538,0.027000208510576558,0.015097791550486543,0.007748577283341836,0.02246365137478491,0.024643438491696115,0.014614053370672519
berlin,2021,42,2021-10-18,2021.7945205479452,2021-10-24,2021.8109589041096,female,0.028124004009853,0.028420565205691667,0.03127180124564645,0.05368129894706296,0.05640377919566345,0.0725646074400197,0.08056357633871467,0.08019901323453776,0.1290419814157987,0.12270345675689866,0.11596962077529248,0.10754834111161166,0.11276457945875722,0.059990591225676376,0.11054982892927198,0.08456352225487922,0.0801052688494389,0.09732582316343352,0.09338219824351167,0.08502707754869913,0.099284722937666825,0.06465017224195665,0.07635042437785693,0.06345790450069912,0.07830853412917692,0.07981362073210324,0.07016411528463071,0.08670424470693484,0.08284475779396087,0.09898254741416679,0.09037649211937324,0.07986570063308883,0.0783033262926877,0.08443851928755751,0.1089187906188305,0.07157523716215551,0.08306350647936625,0.0869438444311563,0.08882421972710348,0.09156937722293895,0.11372346541930155,0.08266246792573015,0.09689341640051514,0.07304367770723616,0.08583440281350097,0.09356973505963323,0.07688681413131615,0.08371454967844326,0.05183863029659091,0.060526812250061485,0.057523004579618627,0.05432676894493024,0.054774438326274884,0.04165828220330925,0.04781517683202685,0.0374899111127703,0.04466117355294808,0.055091973595890756,0.03460190987156911,0.05248407742188824,0.03587677352801609,0.029315461873366925,0.04433849753588433,0.02295786717411718,0.031885773988506096,0.02162089421428072,0.05155234583003042,0.02181337458445638,0.03329065414601013,0.02509605491024385,0.02203706888279173,0.029112547906740144,0.022968271767745563,0.012705151997512511,0.020268349544467497,0.013537361964105673,0.015857217555683697,0.03689148326677245,0.02911775081906758,0.025033624825184057,0.026870141155195655
berlin,2021,42,2021-10-18,2021.7945205479452,2021-10-24,2021.8109589041096,male,0.02656838614364825,0.01877538916167991,0.05365527209906427,0.04854385165779853,0.058413196386841955,0.05366568283669936,0.11721521046028811,0.11498463583241127,0.10982549569689587,0.13369732755551048,0.11251443820310636,0.11700674148848866,0.09465850382579384,0.11199331445184717,0.07351754503089716,0.07122115132097284,0.08193852304308323,0.0646345528371858,0.052145737203879765,0.08225101600072228,0.09066819948599358,0.0866156972621575,0.09585148716430554,0.06739405381672953,0.08914196298864636,0.0745329895515354,0.0875793099161438,0.08926697726311646,0.06869575605280849,0.08603232963026095,0.08467810857222878,0.08710010571565471,0.07217927151481365,0.07352275238811484,0.07336132455694343,0.07640250081043853,0.07723052309554997,0.08320413112019998,0.0852093757064478,0.08154270132591035,0.05523252261298737,0.06200535323216946,0.0791001313408147,0.1013739500276297,0.05696078602675669,0.10419271610474994,0.057496975808713074,0.05690872906082314,0.10280154997949958,0.06119839783731058,0.051151550224723376,0.04862712943090747,0.050677886673886896,0.04855946623009569,0.048585490527684766,0.04143450348242993,0.04945470954932712,0.05114113999042173,0.04015429954644234,0.03243731500632111,0.03910830265367026,0.038145587789724655,0.03332187413617073,0.023894288938503202,0.03648039334560602,0.026089743854916102,0.03615256447187598,0.03449784074885478,0.01630455587268961,0.016913150227306765,0.023571741760226996,0.019836583076899693,0.028394550998034288,0.02731237149086693,0.04246493442197401,0.016200523362532936,0.030199967899287996,0.042641879162771464,0.03370171885113228,0.032858779538540515,0.029809742797933896
berlin,2021,43,2021-10-25,2021.813698630137,2021-10-31,2021.8301369863013,female,0.028124004009853,0.059704261875340864,0.06256242006903343,0.06781580177276138,0.05640377919566345,0.06418679856216468,0.10146773276328708,0.1575436129169423,0.2015729847832026,0.20151556265431153,0.16907176062396193,0.1793710095854453,0.1260446386745883,0.11337951516060267,0.14860453737634716,0.16573302960745515,0.1676371233741532,0.13703400224350376,0.11855464353959937,0.12588826031715364,0.11481265624766859,0.10967437708597096,0.12115543120353624,0.10499512847217686,0.09846155925592508,0.10714711368034245,0.09825837528902041,0.10792351761442036,0.09021501195936776,0.09537741627237106,0.08689696613737548,0.1029318074007292,0.10596950299345594,0.1228650378378008,0.09288731267051957,0.09156937722293895,0.09345512914719278,0.09238201331345486,0.09438240241182108,0.11776244548766596,0.09285605689771768,0.11024758793657671,0.10110823319509926,0.11071137224921458,0.10844460058115789,0.08420413953376298,0.09674754505063159,0.07609525061208433,0.0699974908748765,0.07566822792760271,0.06442629455526408,0.0565911826971255,0.041621853043584414,0.06666511479746938,0.06237499504655161,0.0611775733477102,0.04854385165779853,0.05699202023133503,0.055758283415752785,0.050464479231184446,0.042215131107054105,0.05638816226769104,0.039670328219432956,0.0484761885653489,0.02922701209825631,0.03513786915187837,0.03255178651667696,0.04909036447810976,0.02774420003613074,0.05299419452759971,0.030304028420884612,0.03970155204008663,0.04881970979204756,0.025413409001518537,0.03716727959238675,0.03158919302963337,0.019826179109866764,0.021516851067584757,0.04076837717603009,0.05320761235250625,0.030865958835972974
berlin,2021,43,2021-10-25,2021.813698630137,2021-10-31,2021.8301369863013,male,0.047830791185524635,0.029502767776124154,0.04291770598896189,0.0971382728006009,0.06903941087997181,0.08589169734088149,0.13398406462749113,0.17833786217044656,0.1395470767184925,0.17238461968013574,0.1657278130079775,0.23118514860980774,0.17367330061382857,0.1524949846612592,0.16315609318787944,0.1391403883798272,0.10586008034572317,0.11571946410164473,0.11130543909677316,0.09871684280125163,0.1000557994721416,0.0922101084659972,0.10651140902366672,0.10736596462271002,0.08914196298864636,0.10437508146463273,0.0753505669856915,0.09315298749785426,0.1058705015403491,0.09500233027759437,0.08806893616043716,0.07357482598893797,0.09776865309314724,0.0900431142755516,0.09477832187667434,0.08436560102872902,0.09861264528443572,0.09340303563412598,0.08876171308452456,0.07089831044947996,0.09392918251436415,0.08645422878044343,0.09534094945970208,0.0802354694299441,0.08766265022789507,0.09028793842114724,0.05989167727185589,0.066816108469504365,0.07451215972113467,0.08569897963610641,0.08898569556821094,0.07738154744978096,0.07392372045962922,0.056653650681028414,0.046555634427008205,0.04537939510189126,0.051359755348411716,0.06062052134619392,0.04780476726563504,0.04257942800903541,0.06302057296795063,0.05610185275278967,0.040466541502732635,0.05311391661419813,0.044900579633703926,0.03769285777217115,0.03916554572049035,0.028222857553875103,0.04892380758150823,0.04060184693272187,0.023571741760226996,0.039680736157567675,0.03194300910511065,0.04292291028276753,0.06371301626002378,0.03780213707069442,0.0402687880460501,0.042641879162771464,0.05617993700960636,0.041075418710248265,0.03917074963878367
berlin,2021,44,2021-11-01,2021.8328767123287,2021-11-07,2021.849315068493,female,0.056268432642411624,0.0796209255519945,0.06825317363647677,0.08478227817075516,0.09591921193025468,0.13404141223162078,0.20613041596347345,0.2916837437546566,0.3026558684476983,0.3848111366544106,0.3987005832835731,0.333147308545146,0.24573893665080157,0.22700155775132527,0.19015244923407393,0.11278542461771018,0.16398549805830107,0.13703400224350376,0.1581329991994267,0.09523675870726948,0.145887654983232,0.12375113656264855,0.12379283569817455,0.14900608481824462,0.129834351326649,0.13870763376888703,0.12436098975132924,0.1310802731707754,0.11233204429610837,0.15665693817388865,0.10081646725671099,0.13215418791990974,0.1213430682101244,0.12747291610173028,0.09930035275388908,0.12657111593475046,0.11771032761789019,0.1105185625382221,0.12773355490136656,0.147712800250442,0.12700898227064186,0.12404824363291038,0.12009216762178451,0.1506227357614732,0.10166050891776135,0.13104378131164485,0.1315233906465827,0.09894607807318716,0.09594525994064868,0.08829291566010053,0.09666939985294187,0.07471004344682071,0.07889181511678613,0.0916891881560779,0.07069523415402298,0.09476269341960072,0.07964175742893319,0.060792321794363245,0.07499645543614704,0.0686436873377237,0.06544676810628891,0.05187506661448893,0.05368129894706296,0.056133086441447155,0.05581033922999831,0.04054460228475993,0.040695520128960126,0.054545397696187735,0.038842903803582296,0.050204227437571886,0.030304028420884612,0.04499946507567004,0.03445621315808642,0.025413409001518537,0.023649777184407177,0.03610573194434553,0.039654716316139725,0.03689148326677245,0.03494013595879937,0.028160423714738265,0.031953415496716674
berlin,2021,44,2021-11-01,2021.8328767123287,2021-11-07,2021.849315068493,male,0.058465254858913504,0.07782420756668122,0.08587607155442406,0.06203659046695423,0.11955012004507304,0.13427080328059873,0.1759272646922321,0.25042041769483064,0.39287924325786,0.38119661182395087,0.44522659798161274,0.45099610322724365,0.27815743253271236,0.21174814305454978,0.19520473511737346,0.17313591156507116,0.1605845005488537,0.11912795228881701,0.14613795682961114,0.11518788516587265,0.09692467460015795,0.11458856249069105,0.11184740073735673,0.10736596462271002,0.09806561174662053,0.10223884166920733,0.12836430620266012,0.0989773375067433,0.07613170393052872,0.11653247769107541,0.10502118102930084,0.08560001676796619,0.0992743030627972,0.11858591476293852,0.09018896681923529,0.09711222419259807,0.1282339850587804,0.06281752743514266,0.11008604605741888,0.13478693684068924,0.11236852302632601,0.09397606714815931,0.12174440519151283,0.10771508588979442,0.1030151723215545,0.1181012129144527,0.09346033850136687,0.08662611460077621,0.1105185625382221,0.10530776001916328,0.08453227148487737,0.10836643780326541,0.05913160790450126,0.07690764491296279,0.07896993360299948,0.09080363560532802,0.06848748150529949,0.07768359747411017,0.07651186148861523,0.07301243385961952,0.06084438264829691,0.06733157292897043,0.05952205310965082,0.045139986816681604,0.050516529746210785,0.06960176004153494,0.05725230599908168,0.05960014250248263,0.04239727923902497,0.06430133998646459,0.033675702001315866,0.05953246502191994,0.04614967271512073,0.05463909601383516,0.055211700512409215,0.032400892305874895,0.04530653159405573,0.02713027619129514,0.052432024937366595,0.05340541502112066,0.03741185491621222
berlin,2021,45,2021-11-08,2021.8520547945207,2021-11-14,2021.868493150685,female,0.03375375258980417,0.09669544823912526,0.07109618042327236,0.08761056251739786,0.13264423405823525,0.22639572230655008,0.3980560644122126,0.4950437662352479,0.6166280504346645,0.7055586881167174,0.8038403792138439,0.7707706592763615,0.4525225066936572,0.3442276426699555,0.2906954248335271,0.32136821055700254,0.2516587817179403,0.18037808717545373,0.21575297146338057,0.18041983174524903,0.17698123512249317,0.2054726177262116,0.1871202695590081,0.18081640682969857,0.16570694661528867,0.20608865074864116,0.18262712360588754,0.2083387994779781,0.17320373706110562,0.2216171815066452,0.1756872546102017,0.17217592941621834,0.1936702079549893,0.17824394069602117,0.18594606502607516,0.19164511897317033,0.19922394945331376,0.19219835710244232,0.22234829590778676,0.25642963270208524,0.24671595202259775,0.22072941355310194,0.24045710190493697,0.2172098238840128,0.23525415722196175,0.23893168667271336,0.1812390757097239,0.18536680055646057,0.18946353919032283,0.2121501783936015,0.1519943209709597,0.14272248350079123,0.1052191808900197,0.12506988791689302,0.1164959960396634,0.12243241865188542,0.10880936176479633,0.08551147120348579,0.08077189926006978,0.08682925312096637,0.08234476425421307,0.07444446282995433,0.09339261693777508,0.09188713725911617,0.08240726318376468,0.051359755348411716,0.0488353244471797,0.04363590345745065,0.04716978765624455,0.02509605491024385,0.05787179136672308,0.07943864698477161,0.03445621315808642,0.05720024874130235,0.033790176237861604,0.07223655099868821,0.0436202903635261,0.04304260918398527,0.03494013595879937,0.03129261376229456,0.045759327904027466
berlin,2021,45,2021-11-08,2021.8520547945207,2021-11-14,2021.868493150685,male,0.047830791185524635,0.07245004781263735,0.09930556269366995,0.12415249213005605,0.15413782125446568,0.19076830078736023,0.36929141039776575,0.5339589031222908,0.5994398399108793,0.6779510567697012,0.7895836106627858,0.7091378452148759,0.43368950755015917,0.37112965115361735,0.3139703546429384,0.29229034033153606,0.2256436605394485,0.24536276450381628,0.17750301056780873,0.20421969172227286,0.13762315610737075,0.1789848813816486,0.17586465325968373,0.18240795568533244,0.1583364172546723,0.15770530229409754,0.1732611279345408,0.1514571559137014,0.13748759798993793,0.17759171291419118,0.1898654022733414,0.1698334386673205,0.15802346673004547,0.1561718813299076,0.1345783974117479,0.1736576484270868,0.1397556360746863,0.13591306420882426,0.13141912737138925,0.16498706119503598,0.19726650106836027,0.17681948579752707,0.16645292535500886,0.1732976494324379,0.16668245942792867,0.18305502554168532,0.18228793554884304,0.2056657798376613,0.17746126833951306,0.13963571434266694,0.13354092618266852,0.11058109533912744,0.13736768148831877,0.11337430381053978,0.11748622137308458,0.13428644361623993,0.12563284334468083,0.08905862030597698,0.11097713815785168,0.12174440519151283,0.10217631889950068,0.08530312929357695,0.08096459870537567,0.05842881392298998,0.08141249747224595,0.07540784996294697,0.04519203200231327,0.03449784074885478,0.04239727923902497,0.07107535196952108,0.043781625893439875,0.04960565325528393,0.07101286665832392,0.05854334266475193,0.07221572208816558,0.043209147244036204,0.07049736570589926,0.08143853821689492,0.03370171885113228,0.04929856134907142,0.05261941412549073
berlin,2021,46,2021-11-15,2021.8712328767124,2021-11-21,2021.8876712328768,female,0.0731582386424355,0.11662628776936168,0.10810589605881395,0.12722791682124143,0.2174865782402704,0.24881111104702797,0.4491550370104465,0.4770665119762786,0.5657533306084709,0.6387069523232997,0.6427448000099634,0.6816336862099943,0.3723813679460036,0.36099656805045877,0.32541288653894546,0.2611852428832473,0.3175069635060492,0.209299449474997,0.19774150177228128,0.21453112671070942,0.2080934189003841,0.21111115836175878,0.2003253728061298,0.20774884387373493,0.21506894372691024,0.22084430031682875,0.18865982234111203,0.19287686473094745,0.2304539099537904,0.2180087602823775,0.18962532785026873,0.25384819786876717,0.219852104818133,0.2198207726370598,0.2068247675747662,0.25680065917264666,0.211377437898944,0.2849227626185323,0.22977491183759663,0.28082895308564326,0.24481418500069935,0.29583593429180655,0.26160333930231444,0.26387679741790304,0.285158048822334,0.2741582502619755,0.22851617724446766,0.21844739725013843,0.21807142247981204,0.2020323640971037,0.1889051112312612,0.13138263527445568,0.13594955948522153,0.1480309035524851,0.15607799988272017,0.11057067320042008,0.12631569560817513,0.1273686609476632,0.12505946287385436,0.08480832060299,0.10136873988060482,0.11961266370786827,0.10741286137304927,0.10466165689376594,0.08506874564269955,0.08923572366632242,0.06784183570929722,0.05727833464751145,0.08049066351340668,0.058574577819914195,0.06614445032546823,0.08474061030630313,0.08618858817565475,0.07310095814328725,0.050688296815447106,0.05868390101075208,0.019826179109866764,0.05842360807708806,0.04367753839749353,0.05007410202920865,0.05012094713870531
berlin,2021,46,2021-11-15,2021.8712328767124,2021-11-21,2021.8876712328768,male,0.09304359181632865,0.08856377587870057,0.10736596462271002,0.1430666279018562,0.170109940991179,0.25810711147936444,0.34402873064624695,0.5165564034895705,0.5544627691342314,0.6478991706715296,0.7198978848232731,0.6966672094113608,0.5323302906232291,0.4400345905221113,0.3943672645755214,0.31615193257382856,0.32509892888740666,0.23853466812927338,0.2891894511680476,0.1943174179709294,0.17208723630766817,0.15377795737087613,0.15451854952365898,0.2124530122599044,0.16950476800620654,0.15343895743972694,0.19163989977355866,0.18647314911450866,0.21940823401365883,0.19736567668111724,0.2000591498577623,0.19392595933734327,0.1896879558537801,0.1877621792463559,0.1835977355008535,0.2119726559126089,0.2023560201414853,0.2125208890580984,0.22396722866365762,0.18098338671745193,0.2231316441732921,0.21263053638079876,0.2559854495641705,0.2707657210728608,0.18425525707804274,0.21323621147206606,0.24239005534549277,0.165957343880182,0.1877673980567725,0.21819674710120754,0.24061904930025982,0.21474520854590443,0.15853462022775713,0.15189523185368778,0.15805997752753523,0.13626237719070203,0.11610512280932453,0.09853970714690072,0.09948270095689689,0.1258048587188077,0.1304755542377526,0.09653394845514937,0.11195162477735614,0.13022011473217923,0.1066989931960516,0.11024758793657671,0.08439164325228604,0.09727893550931005,0.06523850657145298,0.10495344440792327,0.06736802010437007,0.08931906663284382,0.09589316393291451,0.10542760261052947,0.07646499259837268,0.08104272030555179,0.06545718120492598,0.050402018681926196,0.06742008754211694,0.06985169495431416,0.048528237090184334
berlin,2021,47,2021-11-22,2021.890410958904,2021-11-28,2021.9068493150685,female,0.0731582386424355,0.1137807906836016,0.14229491332673577,0.15554079263922296,0.19767364426321393,0.24601061822713605,0.359012076547214,0.4830599890403304,0.5816473203813396,0.6005392523150493,0.6494471611091006,0.6486573643116513,0.44918126256728563,0.42140532026857613,0.3705745060705897,0.3532632384216597,0.3028650830219884,0.28166546523218045,0.24819457169566284,0.1701881966327956,0.25790852861332714,0.23932870824740193,0.23202608577664033,0.2886299512306626,0.25998846046709523,0.23770929717443715,0.198712395830025,0.22187307037776902,0.23599591068940454,0.2595494729483872,0.2646241858176069,0.2445999793372425,0.219852104818133,0.2568058849164871,0.25664911282963776,0.26515729459663234,0.23221412327686242,0.28856197501288744,0.3022583630755402,0.29960666156397786,0.26954781004052525,0.27012801302613615,0.2996903423856133,0.25276131627631515,0.27153934461154217,0.3047114381330187,0.2359854633840054,0.2744719005013433,0.23368710722059388,0.15903534689329438,0.2304643561479057,0.18811705954802022,0.1557129069771068,0.17936057365034608,0.1373259714656197,0.1956327405658137,0.1477232298360478,0.13879105606427417,0.15781483409330058,0.14749377943594247,0.1500125745004752,0.14221148541000764,0.147165249943881,0.1174393155371031,0.09304880112928092,0.10547970817118629,0.07327279983002977,0.11188387912759738,0.08604795546367336,0.10324963687790166,0.10200438167041423,0.07413722420072426,0.10344241963843645,0.047664238323308544,0.10481276093776384,0.06771687293278666,0.039654716316139725,0.027666158467289727,0.06698792938825285,0.04067990791786589,0.0664724683352208
berlin,2021,47,2021-11-22,2021.890410958904,2021-11-28,2021.9068493150685,male,0.07176269534831511,0.0993107726339786,0.12349051772321785,0.15658391857474988,0.23137840625826583,0.27967354281315054,0.3889498141899404,0.4585866001492262,0.4885764877948475,0.48591526833011933,0.5902719612264902,0.6343641154126698,0.513226797210737,0.44630177542753946,0.3525459871853235,0.31615193257382856,0.2770595871647923,0.25219698287102904,0.24728022594744978,0.28679462454016164,0.24421859094988196,0.1929916899747529,0.21858838848985382,0.19242278556890294,0.23656529200808357,0.2004088940119857,0.22024375867445917,0.18841453460801397,0.21382100790939212,0.2225362984152901,0.2323447052742968,0.20748258291701419,0.22288097144441424,0.1967915047033548,0.23573995231136596,0.1832376676840641,0.22709034457331162,0.25853563498474613,0.27387073920448596,0.2129855864407486,0.22682920729435152,0.22394633888775609,0.28858289076273935,0.2029459145653446,0.21723071095385274,0.1993074688901061,0.24239005534549277,0.2230480864627308,0.2625492948574058,0.17890139457943455,0.20266923758637018,0.18812749724061603,0.18606087496644583,0.16812228717838817,0.1905438794614145,0.15406480519264082,0.2057388683912731,0.18396824266866466,0.15313125172333497,0.16035499339140477,0.12611761540233196,0.16174248392847396,0.13342101878206034,0.11691814242855109,0.12919315632200312,0.11605821821912561,0.1326755137557775,0.10984633967769018,0.07503290798431601,0.10495344440792327,0.10446365915590998,0.10588092273706354,0.08878254862370434,0.08588648874487204,0.10197833062469483,0.08644902012808753,0.11586538868168662,0.07755861104435366,0.05617993700960636,0.07396537965735038,0.05379061185089597
berlin,2021,48,2021-11-29,2021.9095890410958,2021-12-05,2021.9260273972602,female,0.056268432642411624,0.09385104155197567,0.1052608651672927,0.14138242776165724,0.17504549396253488,0.25721872033961507,0.32599894589356126,0.39924554856219385,0.45464695722817483,0.5338223078562884,0.5858069533261879,0.4381047643504547,0.3990831063912773,0.33752263313416697,0.2594710827100227,0.37098824571143024,0.24434397860419932,0.2889070859612302,0.23738019721911394,0.23159778067554757,0.27037368651149735,0.22239529647093836,0.2293831861881751,0.19795551449630494,0.19262633780637736,0.24403573449596336,0.2288870046017816,0.2141395158782933,0.21197787715339686,0.23425646325913305,0.2140298653737124,0.21068302549397327,0.219852104818133,0.22906458483606223,0.21164371879968988,0.2317283611252344,0.2339482789414044,0.24308489130077185,0.30783417657156875,0.22454170078956198,0.26384021224755294,0.27012801302613615,0.26160333930231444,0.26609808812785624,0.2443230806408158,0.250671223216648,0.2409638422090244,0.22099052020141174,0.2076705316861152,0.18179220313756847,0.2281557982619717,0.21309523474331635,0.13594955948522153,0.15847202973358632,0.17066816714431193,0.14814041497559488,0.12631569560817513,0.15402308177476956,0.11157641921100434,0.14344727511944708,0.13943236942913168,0.13994855422389443,0.15652654610449968,0.0816676973321456,0.09304880112928092,0.10547970817118629,0.08685008788585567,0.08184477552198131,0.09160584139076222,0.08928260406855472,0.07717844583372281,0.07148671547581971,0.07468921354549676,0.09537220672613501,0.06083397047334043,0.0406174591203795,0.039654716316139725,0.04304260918398527,0.03494013595879937,0.056336105875005114,0.05702325445467443
