State,Year,Week,week_start,week_start_num,week_end,week_end_num,Sex,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80+
hesse,2020,7,2020-02-10,2020.1092896174864,2020-02-16,2020.1256830601094,female,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
hesse,2020,7,2020-02-10,2020.1092896174864,2020-02-16,2020.1256830601094,male,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
hesse,2020,8,2020-02-17,2020.1284153005465,2020-02-23,2020.1448087431695,female,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
hesse,2020,8,2020-02-17,2020.1284153005465,2020-02-23,2020.1448087431695,male,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
hesse,2020,9,2020-02-24,2020.1475409836066,2020-03-01,2020.1639344262296,female,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.001263615352987529,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
hesse,2020,9,2020-02-24,2020.1475409836066,2020-03-01,2020.1639344262296,male,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.0011804133977449437,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.0010608108203087946,-0,-0,-0,9.880093861184358e-4,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
hesse,2020,10,2020-03-02,2020.1666666666667,2020-03-08,2020.1830601092897,female,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.001882434072264451,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.001586024186994111,-0,-0,-0,-0,-0,0.0013728181212779988,-0,0.0013156166426210114,-0,-0,-0,-0,-0,-0,-0,0.0013208167744416161,-0,-0,-0,-0,0.0013260169067880205,-0,0.0013416173069358463,-0,-0,-0,-0,-0,-0,-0,0.0010296101931752911,-0,-0,-0,9.98409584762529e-4,-0,0.0010556107144836049,-0,-0,0.0011648130459536755,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.002012438940941929,-0,-0,-0,-0,-0,-0
hesse,2020,10,2020-03-02,2020.1666666666667,2020-03-08,2020.1830601092897,male,-0,-0,-0,-0,-0,-0,-0,0.0017732302337492335,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.0012792157344201902,-0,0.0012428148516948493,0.0011804133977449437,-0,0.0011804133977449437,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.0027560730365790635,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,9.828092875793055e-4,-0,9.776091895544216e-4,-0,-0,-0,-0,0.0011804133977449437,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
hesse,2020,11,2020-03-09,2020.1857923497269,2020-03-15,2020.2021857923498,female,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.0018408325829299343,-0,-0,-0,-0,-0,-0,-0,0.0018148316689941748,-0,0.0016120249865165582,0.0031720967499333595,0.003036888678013275,0.0014248195201171272,-0,0.0014456200942135706,0.002808075818729408,0.005486289406854119,0.005434283946279259,0.0039417493941873135,0.0012480149762408685,-0,0.0012584152268872082,0.0025688634514484925,0.0012948161205273085,0.0026936697666516906,0.002636466834996906,0.00924642203127985,0.0012792157344201902,0.0025272614129474074,0.001263615352987529,0.0052418641943946355,0.0013260169067880205,0.002672868693315708,0.004019755365543792,0.0013832183968856015,0.0027300716650088515,0.006776041468690766,0.006354788285470629,0.011841748234208584,0.004544998619330876,0.003218899625968554,0.007212900226197233,0.006068754118689121,0.003988552962963668,0.0029848856670374397,0.0029900859657976397,0.004061358598116162,0.002111242858517245,0.0021632449958065873,0.00561630328583662,0.0011648130459536755,0.0012272144811884878,0.0025220611604778874,-0,-0,-0,0.0029068812480877357,-0,0.0014716208235318897,0.0014560203843819654,-0,-0,-0,-0,-0,-0,-0,0.0019916381401162723,-0,4.056015818483426e-4
hesse,2020,11,2020-03-09,2020.1857923497269,2020-03-15,2020.2021857923498,male,-0,-0,-0,-0,-0,0.0016640266245696565,-0,0.0017732302337492335,-0,-0,-0,0.0017732302337492335,-0,-0,-0,-0,-0,-0,-0,-0,0.002995286265072126,-0,0.0027456724863896592,-0,0.0013052163805341078,-0,-0,0.0012792157344201902,0.003790938181377859,0.0012428148516948493,0.003541320583335314,0.0023868547787384785,0.0011804133977449437,0.0024544579256640347,-0,0.007764179610432256,0.0012948161205273085,0.00131041651131466,0.0089187648059436,0.00648480433595298,0.0038325412308768125,0.005340674248317607,0.006760439438083146,0.001378018258824673,0.0013728181212779988,0.0027924749786266065,0.010947152228198982,0.004128963922034487,0.010297019438569747,0.016715486322566215,0.0034269129180184016,0.0042433731319792235,0.009090394523631421,0.00900718004430961,0.006885255813995315,0.006906058572441684,0.0039105470384143285,0.005018242134080271,0.0031616961165344864,0.003286503854617896,0.003411311892253395,0.0023660538281344377,0.008825148835062024,0.0039105470384143285,0.0013676179842571252,-0,-0,-0,0.0016172251479788346,-0,-0,-0,-0,0.0038845450895646266,0.002298450796139386,-0,0.0021632449958065873,-0,0.0024024554971491235,-0,6.292038066885943e-4
