State,week_end_num,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80+
berlin,2020.0109289617487,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
berlin,2020.0300546448088,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
berlin,2020.049180327869,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
berlin,2020.068306010929,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
berlin,2020.0874316939892,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
berlin,2020.1065573770493,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
berlin,2020.1256830601094,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.002002038539491907,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
berlin,2020.1448087431695,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
berlin,2020.1639344262296,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.0016224253099669165,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
berlin,2020.1830601092897,-0,-0,-0,-0,0.002646867363344045,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.0028496780818937227,-0,-0,-0,-0,-0,-0,0.003749335165157985,0.0017420291791526898,0.0030524895914443187,0.0015132220174873545,-0,-0,-0,-0,-0,0.0017472293536158062,-0,0.003629726678935282,-0,0.002002038539491907,-0,-0,-0,-0,0.0024284567049030854,-0,-0,0.002199646522854582,0.0021788456471371156,0.0020852418093770505,-0,-0,-0,0.001877233884274619,-0,-0,-0,-0,-0,0.0023348524178297934,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,6.188036818867976e-4
berlin,2020.2021857923498,-0,0.005293869462529797,0.00792540393112291,-0,-0,-0,0.0028496780818937227,-0,-0,-0,0.0030784911242383115,-0,-0,-0,-0,-0,-0,-0,0.006885255813995315,0.0033437075013491397,-0,-0,0.005387479076234068,0.004825823921693603,0.00917360913611401,-0,0.006203970074175833,0.009792521994884472,0.005626704410198463,0.013943069151946876,0.016783108100158758,0.010603881102422153,0.006001146272799539,0.0106766960003466,0.0031564958006180316,0.0016224253099669165,0.011768931704854315,0.003499717766823437,0.008736733906195835,0.0018148316689941748,0.0036869307032371557,-0,0.01452562859847291,0.0021528445641883763,0.009137202726767482,0.014156326763488405,0.004857026826684956,0.005059846165506341,0.007244104563595258,0.013194073739032261,0.006542011501149185,0.012507504087659016,0.003988552962963668,0.0019916381401162723,0.0038845450895646266,0.001877233884274619,0.0018616333234368946,0.001877233884274619,-0,0.0042589744073810495,-0,0.0046698096775942876,0.0025740637086042453,-0,0.002813276099801863,-0,-0,0.0031512954852158663,-0,-0,-0,-0,-0,-0,-0,0.0047946210354257255,0.00740012653149294,0.003551721292663989,-0,-0,-0
berlin,2020.22131147541,-0,0.002646867363344045,-0,-0,0.007946207105682173,0.0027456724863896592,-0,0.0029640844772087834,-0,-0,0.0030784911242383115,-0,0.0031096929807496723,0.01602887017579082,0.020466026954941582,0.0034477142929898856,0.0034373136044640058,0.003562122004072948,0.013771423416938579,0.016710284651006022,0.008955171062356925,0.011399649447227923,0.021563670457839468,0.01447361409682835,0.020642896853925143,0.01744892722124242,0.016538629781530565,0.01958688844263142,0.02062729066216523,0.02614697259232536,0.018307222260180226,0.024237647810652917,0.02250526936623804,0.01372981241499424,0.01737610283963735,0.029206200408329476,0.015129000619842995,0.031490333085906506,0.012237039744194867,0.016346168935031078,0.020278753599968627,0.02202146227260865,0.029050112999381636,0.02584522177727002,0.01370380555568146,0.016517823169188563,0.012143417799208247,0.010120184725916173,0.03381098976249051,0.021990249066300163,0.010900342395795225,0.018759783530390296,0.02593886839455305,0.019925016880720882,0.011659707102012232,0.01878059103982105,0.020481633098297477,0.011264419980728982,0.009943350614610848,0.021303563267664152,0.013178469782645783,0.007004871788709344,0.010297019438569747,0.016356572205819715,0.005626704410198463,0.008731533032711871,0.009095595433007688,0.006307982586878362,0.009813325916424281,-0,0.016002862166626535,0.02394111046938264,0.007488539187764362,-0,-0,0.0047946210354257255,0.01480130632580804,-0,-0,0.0034737160234086795,0.0030888917409951843
berlin,2020.24043715847,0.010723505631432432,0.005293869462529797,-0,-0,0.005299069992201008,0.0027456724863896592,0.005704712909223802,-0,-0,0.0031200936037415155,-0,-0,0.009329636893456644,0.0064119953076371364,0.017058797795801144,0.0068904565028238135,0.010312622530319941,0.014255153758087736,0.0034425139484697983,0.02004986485980289,0.020892596559013498,0.022801798519511415,0.024258457512136344,0.026531967553775116,0.02293705799310592,0.019628504131747417,0.026880546531653973,0.03525755013400977,0.03188057079921395,0.040097055391158626,0.02746325093644055,0.03636070954899522,0.021007042657905466,0.025933665800282155,0.03633989500379043,0.03569985180587178,0.02522091530521477,0.017490541199373096,0.03846302153205649,0.023608158276936315,0.020278753599968627,0.02202146227260865,0.024898359898020826,0.01723045438239712,0.020554461829233938,0.02123593561133503,0.029148968303981775,0.025309358266382833,0.024149206672257714,0.032988861874155756,0.0261677830579091,0.027099059918251102,0.02194863148703926,0.03188057079921395,0.031100098301149643,0.020658503050363,0.02793150027922066,0.01877538916167991,0.015909233441330897,0.012783171116096892,0.021964238075358078,0.021012244759291584,0.030891974280044986,0.016356572205819715,0.011259218854422043,0.017459330712654434,0.015155008191951251,0.00945966038219503,0.016356572205819715,0.019618100206346065,0.012803976234156533,0.013683000077598486,0.014972955460375015,0.0163201607671681,0.025772385635974608,0.014390391002423017,0.018504892215577586,0.003551721292663989,0.023332433856291586,0.013896256622574928,0.01606007980396201
berlin,2020.25956284153,0.005361476388858467,0.005293869462529797,0.002641667098913336,0.005252265243860826,-0,0.005491489955775094,0.0028496780818937227,0.0029640844772087834,0.008866755912421307,0.0031200936037415155,0.0030784911242383115,0.009470062275339882,0.012439887869910123,0.009615688997847744,-0,0.0034477142929898856,0.0034373136044640058,0.010692299206028544,0.013771423416938579,0.006682429355280573,0.023878681770913925,0.022801798519511415,0.02695338422516247,0.01929557955137028,0.025231320351662596,0.023993134442030734,0.008268657375683799,0.0156699607981549,0.02062729066216523,0.02788987794467474,0.02136078673786922,0.009085193614769562,0.018005516934847407,0.021355584601614706,0.018957455206140072,0.017844261358116783,0.008403879051716657,0.013995083122900976,0.017480137701716886,0.009079992706433657,0.025808803693866775,0.02602731257684399,0.02074693825199469,0.01723045438239712,0.01827080945561934,0.023597753555273323,0.021860194241693706,0.022775787122620007,0.028977272368875834,0.015389076926233536,0.023987932042426656,0.022931855699151363,0.011971778004519644,0.021917418324447695,0.02138159528810311,0.016902746845166933,0.02793150027922066,0.015019768959045821,0.01790148102165292,0.019170733383259437,0.017573769255553245,0.023348040859932032,0.028316508453141574,0.01090554348620109,0.014073104176881762,0.017459330712654434,0.02122032924159188,0.006307982586878362,0.019628504131747417,0.013079644834287588,0.012803976234156533,0.02394111046938264,0.018718168536506805,0.0163201607671681,0.015461898525116095,0.019186339137879014,0.00740012653149294,0.024867144964795872,0.019446435737758457,0.020850979858236047,0.024097182543471058
berlin,2020.27868852459,0.005361476388858467,0.005293869462529797,0.005283468404741922,-0,-0,0.005491489955775094,0.0028496780818937227,0.005923137329074769,0.0029536838854148113,0.0031200936037415155,-0,0.0031564958006180316,0.0031096929807496723,-0,0.01023460711837594,0.0034477142929898856,0.006874854437892958,0.007129688751332439,0.020658503050363,0.026734871450718747,0.014920940511277144,0.005699512338984012,0.01886382116080424,0.009646894777153196,0.011467264312355086,0.01090554348620109,0.028946054987036725,0.013709006926505778,0.014998962954432291,0.01045825161244615,0.012205832410470544,0.021204722876538334,0.016502218215392647,0.012205832410470544,0.018957455206140072,0.009735311253569027,0.010088978662577169,0.008747135654730063,0.015732379642405783,0.010895141305903801,0.00921521649229578,0.02402434885060263,0.012450290359226115,0.012918404532277994,0.01370380555568146,0.011794937596486928,0.017001579059527188,0.007592554269948531,0.007244104563595258,0.013194073739032261,0.010900342395795225,0.018759783530390296,0.00997455659055614,0.013948270546703915,0.017490541199373096,0.01878059103982105,0.01303283308219876,0.009386847188447992,0.005964742084499513,0.0063911927468413045,0.004394185656960979,0.00934003876058632,0.0025740637086042453,0.005449885578993458,0.01688714177585683,0.008731533032711871,0.009095595433007688,0.00945966038219503,0.006542011501149185,0.019618100206346065,0.006401594026198965,0.02394111046938264,0.011233213230708054,0.00815944012481873,0.020616886536929273,0.014390391002423017,0.01480130632580804,0.014208340947757954,0.007774581164424722,0.017370901101993855,0.027801430594386087
berlin,2020.2978142076502,0.002683269228943592,0.005293869462529797,-0,0.0026260663087299776,-0,-0,0.0028496780818937227,0.0029640844772087834,-0,0.006240374429955163,-0,-0,-0,0.003203298662611505,0.006822847588589405,0.0034477142929898856,0.0034373136044640058,-0,0.0034425139484697983,0.016710284651006022,0.0029848856670374397,0.011399649447227923,0.00808662875168014,0.009646894777153196,0.004586602272132791,0.008726332159748081,0.012403479173694871,0.0039157474297410386,0.02250006711548699,0.006968466897708303,0.006099957769517166,0.012117411733295511,0.006001146272799539,0.009152805470507532,0.011056375334347382,-0,0.008403879051716657,0.010494658946707572,0.0052418641943946355,0.012710353268446101,0.0036869307032371557,0.01001096358616428,0.016595848008395496,0.008611913086085164,0.009137202726767482,0.011794937596486928,0.0072857103759284385,0.002532461665942752,0.012070600847419764,0.004399386096655418,0.004362983029698865,0.00625077567914549,0.017958700748152395,0.007967010288569753,0.015550324889442071,0.009386847188447992,0.007446933213145208,0.009386847188447992,0.0019864379412056275,0.0063911927468413045,0.006588817410399463,0.007004871788709344,0.010297019438569747,0.01090554348620109,0.011259218854422043,-0,0.009095595433007688,0.006307982586878362,0.009813325916424281,-0,0.009600086115211843,0.006838449637916147,0.007488539187764362,0.00815944012481873,0.010307421499218261,0.023982729643337277,0.00740012653149294,0.010655891733390849,0.015555526444964511,0.006947664114295283,0.017298076829667556
berlin,2020.3169398907103,0.002683269228943592,0.005293869462529797,-0,0.005252265243860826,0.002646867363344045,-0,-0,-0,0.005912736145419771,-0,0.0061571645113304525,-0,0.0031096929807496723,-0,0.006822847588589405,-0,0.0034373136044640058,-0,0.010328225626757764,0.006682429355280573,0.005969942681265255,0.0028496780818937227,0.00808662875168014,0.007233703115713412,0.004586602272132791,0.004362983029698865,0.008268657375683799,0.007831789748571537,0.011248816603374616,0.00522626262409325,0.004576201355811764,0.010603881102422153,0.004498194549718561,0.007628959597872207,0.0015808240286462535,0.006490004984736952,0.0067240347182130535,0.008747135654730063,0.006989269689443552,0.003629726678935282,0.00921521649229578,0.006006346873211892,0.008299862346636568,0.006458801099852386,0.0022828501089257784,0.002360853591780659,0.004857026826684956,0.002532461665942752,0.002412855978691718,0.002199646522854582,0.006542011501149185,0.00625077567914549,0.0019968383395411833,0.00597514327855689,0.007774581164424722,0.009386847188447992,0.005585099925233785,0.005631904973156666,0.005964742084499513,0.01065069066795533,-0,0.007004871788709344,0.005148254842817696,0.005449885578993458,0.008440284947649665,0.005819125586151741,0.006063553512041092,0.012616730471292277,0.009813325916424281,0.013079644834287588,0.009600086115211843,0.010260612242683546,0.007488539187764362,-0,0.005153455357931754,0.009594885155377441,0.00740012653149294,0.0071036851927475855,0.007774581164424722,0.013896256622574928,0.01235666803029795
berlin,2020.3360655737704,-0,0.002646867363344045,0.002641667098913336,-0,-0,0.005491489955775094,0.0028496780818937227,0.005923137329074769,-0,-0,-0,0.0031564958006180316,-0,-0,0.003411311892253395,-0,-0,0.007129688751332439,0.006885255813995315,0.0033437075013491397,0.005969942681265255,0.0028496780818937227,0.0026936697666516906,0.004825823921693603,0.013761020663329399,0.01090554348620109,0.004134164335210349,0.0039157474297410386,0.003749335165157985,0.00522626262409325,0.006099957769517166,0.0015132220174873545,0.003000486564872446,0.0015236223211765214,0.007899399974617293,0.0032449012419726235,0.0067240347182130535,0.003499717766823437,0.0034945174171026557,0.005449885578993458,0.005527893812761903,0.006006346873211892,-0,0.008611913086085164,0.004565800441571103,0.004716613901673972,0.0072857103759284385,0.005059846165506341,0.0048310244045557,0.010993962102740479,0.0021788456471371156,0.008336268169746136,0.0019968383395411833,0.003983352564350079,0.007774581164424722,0.001877233884274619,0.005585099925233785,0.0037545355403623185,0.003978152166262342,0.01065069066795533,0.002194446303142263,0.00934003876058632,0.007722573415268598,0.01090554348620109,0.002813276099801863,-0,0.006063553512041092,0.0031512954852158663,0.006542011501149185,0.003270902870972542,0.006401594026198965,0.0034217125755785886,0.003744134790467952,0.00815944012481873,0.005153455357931754,-0,0.011103185307210562,0.0071036851927475855,0.007774581164424722,0.010421844303680755,0.011118788640866134
